"V1" "V2" "V3" "V4" "V5" "V11" "V12" "V13" "V14" "V15" "V21" "V22" "V23" "V24" "V25" "V31" "V32" "V33" "V34" "V35"
"255" 2517 2965 3139 2294 2600 2806 2110 2223 1827 2744 17816 16725 12063 16119 14358 7719 8230 8767 6365 7116
"256" 1102 1392 1174 1170 1175 1505 1018 1019 985 1366 8157 9640 8023 8353 9372 5832 4874 5132 4826 5316
"257" 981 1055 1056 1176 1107 1147 1423 820 1212 1560 7773 7155 7513 7039 6659 4355 4850 4388 3789 3754
"258" 2011 2176 1811 1654 1695 1397 1319 1154 1696 1511 9620 12512 7689 7749 7196 4521 4408 5092 4882 6847
"259" 1605 1449 1385 1521 891 938 1357 1325 1120 1015 6951 5977 5365 7182 7828 4952 4433 4673 2592 4118
"260" 5202 5417 5368 3872 5695 4124 4938 5454 4991 5358 33425 26329 36844 24992 29456 20058 16217 15186 16619 18014
"261" 418 482 326 372 511 601 396 432 766 589 3322 3595 2998 2548 2909 1746 1342 1542 1538 1876
"262" 15 34 14 35 26 66 92 105 69 34 310 566 302 238 139 194 164 250 221 192
"263" 1401 1918 1592 1508 1937 1612 1558 1294 1138 1326 8388 9961 10595 8812 9653 4274 4716 5934 6067 5421
"264" 226 165 177 133 244 205 195 215 271 186 1334 1020 994 759 979 674 632 679 445 571
"265" 2118 1984 2058 1817 1818 1032 1211 988 963 1168 8682 12626 9944 6529 11318 5458 4899 5008 5065 5486
"266" 59 81 56 57 53 20 14 5 7 14 151 128 211 124 138 73 63 93 84 147
"267" 7690 5344 6261 6775 7118 5288 4516 4647 4338 4265 36627 47335 37228 34173 34348 20141 17501 17142 18571 19157
"268" 623 654 669 438 889 607 409 615 547 560 4216 3488 4167 4900 4149 2960 2172 2961 3210 2619
"269" 3163 2295 2879 2389 2502 3990 3899 3861 4277 4404 18375 22791 19252 25807 17787 11845 12814 15986 12421 10182
"270" 477 487 624 573 676 265 305 389 295 319 3007 2474 3300 2818 3823 1664 2155 1723 1694 2074
"271" 1484 1698 1078 1946 1514 1972 860 1379 1309 839 7934 7423 10085 6772 6317 4903 4792 4406 5322 5171
"272" 14 4 10 12 10 7 3 28 5 12 23 33 8 33 63 16 8 34 42 25
"273" 7954 8231 5501 8594 8849 6951 5366 7114 7386 6013 32520 20184 30005 33692 36993 19968 24351 24465 16249 23867
"274" 11872 12922 11296 9964 13105 12103 10262 10771 13464 11475 54255 53423 55716 48389 65299 51089 39374 35316 36917 36458
"275" 0 0 0 0 0 68 36 7 25 35 133 84 163 79 101 70 43 50 43 48
"276" 637 669 485 387 473 247 238 227 252 338 2060 2377 2519 2032 3496 1071 1404 1543 1278 845
"277" 330 176 209 237 136 218 312 212 350 220 1235 1360 1128 802 1419 407 704 584 564 581
"278" 137 262 203 295 383 673 522 640 510 793 2933 2671 2696 2686 2965 1626 1267 1810 1447 1800
"279" 1730 1681 1632 2089 2133 1811 1881 2201 1604 1740 10872 10631 10534 12085 14338 5307 6492 6423 5559 5653
"280" 1638 1964 1966 1721 2459 1776 2175 3130 2135 2322 14716 11730 13725 15435 13306 6720 8055 8435 8641 7652
"281" 26 54 44 36 31 239 170 153 254 153 558 570 499 495 457 283 375 295 378 253
"282" 6 8 12 2 14 11 5 5 1 8 208 261 256 142 190 128 104 173 156 191
"283" 153 113 163 178 92 222 207 179 272 233 1051 613 754 792 953 635 421 441 199 626
"284" 1531 1321 1737 1341 1501 1047 922 1282 1022 1213 6469 5705 6961 8793 7403 3935 3723 3444 3619 4200
"285" 1592 1494 1281 1350 1088 1044 1166 942 1255 958 8873 7080 6402 8534 7689 4390 5007 4646 5095 5415
"286" 427 519 661 807 427 350 494 335 598 536 1883 3594 2459 2552 2988 1389 1540 1507 1610 1779
"287" 219 182 224 244 256 213 212 148 156 194 1487 1514 1621 860 1588 753 863 719 680 723
"288" 37 42 29 34 31 22 10 4 2 8 158 178 64 172 118 92 123 82 101 44
"289" 188 169 162 196 155 124 132 65 121 85 757 988 899 720 1116 397 407 440 424 647
"290" 2834 3459 3824 4183 3149 3544 3175 3268 3595 2449 18896 16630 21474 16508 17820 11032 12758 10118 11872 7692
"291" 11067 10597 10471 8532 11098 10067 14036 14456 14147 12294 56393 59467 56092 53625 60774 30493 33448 33525 24725 33576
"292" 447 738 705 766 660 687 1071 570 904 726 4708 3544 3565 4345 4063 1899 2018 1878 2455 2475
"293" 3624 2201 3836 2444 3685 3239 4370 3748 3727 4024 18874 30569 17136 27052 23180 13544 12422 14680 12858 13549
"294" 2 13 4 8 5 18 13 25 17 25 130 139 137 114 141 167 30 78 66 101
"295" 8 11 14 6 6 0 0 0 0 0 76 45 113 80 95 33 46 22 22 49
"296" 2582 2124 2050 2710 3166 1802 2074 2037 2033 2069 12670 14311 16699 14567 15823 9871 10257 9871 9070 7854
"297" 896 1195 985 1073 778 406 463 410 498 484 3820 5619 4575 4119 4297 2550 3022 2932 2797 2737
"298" 54 40 55 41 46 16 11 23 38 35 158 224 251 206 159 90 128 290 124 154
"299" 676 804 969 695 1151 1369 1161 1098 1115 1293 5215 7740 7914 6421 5987 2513 3809 3717 3855 2736
"300" 486 538 443 583 671 928 1025 860 758 790 3615 4387 3624 3700 2698 1732 1910 2024 2691 1810
"301" 288 240 299 405 299 463 423 380 676 537 318 714 476 361 615 484 459 290 372 454
"302" 701 651 765 797 702 1431 1566 1233 1206 1582 1715 1954 1752 2015 1752 1833 1627 1709 1735 1555
"303" 3566 3906 3887 2885 4713 6715 6229 7837 6402 6344 8374 8016 7791 8005 6389 7967 9140 8076 6944 7701
"304" 1145 1119 931 1001 1032 1867 1571 1588 1986 997 815 870 933 867 1008 3172 3332 2902 2898 3288
"305" 4 1 4 3 0 5 2 2 0 3 8 10 8 20 5 2 28 1 4 14
"306" 2448 1902 2790 2164 2209 3938 3656 3850 3994 3520 4260 5445 4349 4896 5554 4987 5706 5615 3513 4978
"307" 187 211 108 163 241 382 400 349 185 246 166 209 180 255 107 262 193 296 246 222
"308" 464 365 410 362 581 968 919 1231 934 724 932 1193 918 1462 1545 1111 1155 853 671 1015
"309" 27 9 17 41 8 100 22 13 65 59 64 76 61 97 47 38 14 53 29 33
"310" 427 677 749 577 649 993 1057 839 1100 872 1067 1103 997 1015 1005 1647 1500 1407 1334 1274
"311" 155 105 85 168 66 140 252 332 155 198 361 348 285 332 295 130 130 190 195 93
"312" 221 262 247 238 439 396 296 336 346 250 595 397 661 967 314 717 430 507 574 359
"313" 580 894 509 495 514 1063 1150 1147 1063 1144 980 1362 1252 1328 1172 705 1263 1411 1504 1270
"314" 661 365 500 607 497 1105 823 982 758 963 761 789 921 1022 950 1126 1242 1225 1128 1114
"315" 6612 3865 4643 6071 4383 7875 8910 10661 7444 10257 9420 8999 9769 9272 9156 16200 11293 11636 12632 13462
"316" 72 46 39 49 42 45 80 55 55 59 66 60 75 75 61 64 15 23 28 17
"317" 1182 1018 875 1104 1147 1353 1390 1326 2131 1697 2235 2506 2075 2421 2111 1294 1254 1538 1461 1706
"318" 203 228 230 164 255 333 292 325 741 243 149 158 190 294 141 276 317 316 276 258
"319" 2762 2689 3007 3287 2751 5298 5074 4885 5914 5465 5098 4679 5960 6072 6203 5649 6286 4636 3346 5094
"320" 199 161 211 174 141 233 238 328 450 421 517 430 426 498 519 550 644 563 563 506
"321" 7705 4557 4484 7306 6818 9540 8477 8248 9446 8828 8850 9285 7104 9249 8901 10620 9852 10479 8538 11497
"322" 1822 1663 1838 1338 1479 2109 2893 2622 1974 3613 3170 2880 3223 2619 3282 2521 4286 2449 2129 2772
"323" 282 272 326 209 235 352 399 332 274 557 222 358 588 718 580 871 575 1124 1005 558
"324" 2 0 0 0 1 0 0 5 2 0 20 14 22 10 13 0 0 0 0 0
"325" 752 1179 1026 825 1067 1399 1316 1403 1044 1266 2122 1637 1973 2168 1717 837 644 444 723 550
"326" 8 16 31 14 26 48 40 18 23 29 62 24 48 17 39 28 47 37 30 8
"327" 494 682 832 579 584 928 884 1163 989 962 811 581 798 918 509 1237 1186 1086 963 1522
"328" 314 86 316 207 262 561 560 622 673 619 395 453 452 359 387 843 737 1172 852 500
"329" 94 110 91 127 115 251 248 213 264 295 257 149 124 133 110 303 215 391 303 312
"330" 2602 2914 4151 3006 2808 5204 5379 4449 4791 4701 6954 7121 6416 5323 8134 4902 3971 3530 3946 5832
"331" 5 0 1 3 4 3 2 5 12 5 0 11 0 9 4 0 0 0 0 0
"332" 31 47 52 45 115 44 79 100 101 84 103 79 104 110 96 94 67 61 43 164
"333" 829 1063 1117 1127 969 1602 1703 1843 1374 1658 1643 1427 1487 1546 1617 1789 2031 2030 1790 1775
"334" 225 401 337 236 348 435 434 627 514 392 335 246 260 305 306 576 897 550 561 775
"335" 20 10 16 22 29 44 18 21 27 43 14 16 8 4 12 28 21 17 11 20
"336" 37 107 80 166 55 227 200 160 167 142 192 58 281 94 166 211 305 199 228 249
"337" 2 4 2 2 4 5 6 16 3 8 2 15 18 2 4 27 26 18 22 18
"338" 699 919 741 776 763 1341 1072 1005 1029 988 1450 1598 1628 1482 1351 1642 2443 1855 1581 1485
"339" 795 696 598 724 699 1072 1127 910 756 744 1309 768 692 966 1169 1678 2252 1426 2167 2501
"340" 1 3 4 8 5 0 3 3 11 0 0 2 0 1 8 4 14 2 2 21
"341" 5032 7119 6214 7316 5798 9564 10583 11473 9532 9983 12446 12345 13332 12898 9619 11324 9979 11873 10540 9125
"342" 1 4 3 0 2 2 2 3 1 0 0 0 0 0 0 19 12 9 9 10
"343" 1708 1610 1614 1958 2206 2787 4247 3176 3247 3064 3365 2966 3016 3445 2974 5353 3863 4292 4177 5295
"344" 57 88 40 58 64 138 212 114 157 146 185 67 167 107 81 99 185 210 246 164
"345" 2293 1942 1902 2077 2158 3583 3250 2976 3249 2871 3496 3689 3143 3314 3836 3566 3835 3732 3082 3373
"346" 12 14 3 11 13 15 4 42 21 23 103 47 77 105 64 6 12 14 10 28
"347" 29 7 5 23 12 13 11 18 20 26 25 46 7 27 28 18 22 20 17 14
"348" 1739 1874 2216 2402 1902 2972 3422 3642 2943 3040 4312 4382 4288 4491 4369 4344 3897 3405 3450 4111
"349" 1338 1355 897 959 1064 1715 2250 1351 1715 1828 2234 2453 2164 2094 2429 1897 2109 1605 1805 1627
"350" 1147 1206 1166 854 1099 1771 1627 1277 1784 1477 2018 2074 2078 1995 1957 1707 1783 1665 1730 1655
"351" 458 455 446 564 579 898 1152 898 725 1093 2226 3518 2641 2668 2423 4063 4249 4290 3416 3741
"352" 1276 1135 1067 1123 1433 2231 1962 1909 1932 1966 5516 6291 8455 7803 7799 7003 8732 7973 7296 7434
"353" 83 100 76 64 102 80 213 127 165 180 465 579 435 488 480 348 417 383 405 335
"354" 0 2 0 0 0 0 4 0 0 0 1 9 4 5 5 10 8 6 8 8
"355" 1163 807 1060 1025 644 1400 1624 1350 1161 1294 4074 4428 5392 4137 4073 4547 4596 6908 6589 5982
"356" 182 158 162 187 184 167 167 139 241 386 917 769 1131 951 949 1181 912 743 578 780
"357" 1761 1687 1899 1501 1700 2628 3441 3095 2653 3775 8030 9988 10317 11122 11082 9697 9403 9462 10834 9547
"358" 104 157 156 201 152 271 393 217 323 295 549 569 647 681 640 1454 1437 1089 837 1096
"359" 30 64 30 39 41 93 105 87 90 137 401 295 267 311 379 217 191 209 280 333
"360" 11 27 17 30 11 42 41 27 44 34 221 229 340 224 294 20 54 35 64 94
"361" 5 2 4 8 5 5 6 12 23 5 18 12 28 12 22 23 22 30 68 66
"362" 5 2 2 1 9 5 1 2 3 0 0 0 0 0 0 12 22 2 10 6
"363" 2 3 0 1 0 2 2 1 7 3 0 0 0 0 0 20 35 62 25 34
"364" 20 7 4 4 2 14 10 24 16 20 36 68 60 64 30 80 58 35 59 78
"365" 195 445 387 242 344 758 859 679 579 598 1803 1600 2112 1640 1490 1245 1378 1295 1715 1786
"366" 39 65 108 36 45 136 117 86 138 113 186 318 338 324 193 410 205 326 285 329
"367" 142 260 67 119 151 161 263 284 197 137 721 604 441 767 767 897 639 1087 554 1073
"368" 376 271 424 249 372 682 620 606 379 529 2317 2496 2848 2298 2084 2101 1776 2439 1729 2151
"369" 107 138 108 111 106 151 152 227 204 162 429 328 454 448 416 807 1185 882 1331 1060
"370" 27 33 61 53 46 157 61 65 73 46 284 299 272 310 353 159 311 171 108 251
"371" 807 912 928 796 736 1512 1418 1530 1408 1435 3614 4158 6295 5190 5583 4038 4380 5009 5473 5217
"372" 80 88 129 236 196 60 304 228 140 321 1698 1819 1303 1325 1089 583 1082 938 780 596
"373" 146 171 138 125 164 254 221 278 300 211 807 897 685 643 818 959 1137 670 793 1035
"374" 166 169 188 163 226 314 433 270 277 199 827 580 756 608 782 1469 1324 1254 1262 992
"375" 116 195 112 210 166 382 368 549 343 534 1560 1729 1061 1171 1519 1853 1618 1481 1692 1756
"376" 1327 1211 1171 1216 1068 1487 2039 2182 2032 2616 5755 6181 4890 6713 5870 7242 6420 6884 7352 7645
"377" 0 0 2 0 1 1 0 4 3 1 31 8 8 12 9 0 0 0 0 0
"378" 8 8 5 6 2 10 26 12 13 12 104 23 172 108 122 8 13 24 14 18
"379" 218 298 205 232 225 443 383 337 426 385 1389 1393 1605 1591 1442 1886 1859 1713 1996 1512
"380" 71 34 145 135 96 90 85 113 159 82 808 457 746 526 435 178 228 208 119 149
"381" 81 42 81 74 46 143 47 144 108 114 391 292 355 349 374 409 575 540 333 678
"382" 250 226 302 307 212 423 458 418 423 404 1333 1076 1138 1321 1057 1464 1321 1989 1182 1702
"383" 302 331 247 275 431 404 489 542 408 543 1160 1839 1235 1670 1634 2202 2235 2788 2478 2238
"384" 614 464 631 747 567 993 733 901 821 963 3353 3949 4173 3758 4617 3381 2592 3646 5349 3824
"385" 0 0 0 2 1 0 4 2 2 3 10 12 10 3 3 0 0 0 0 0
"386" 45 30 14 27 41 92 40 62 49 56 130 195 279 220 192 256 164 260 169 122
"387" 235 236 197 193 120 364 407 354 331 292 1425 1054 1208 1131 1410 1229 1659 1109 1342 924
"388" 256 235 232 287 241 620 338 462 316 567 2241 2082 2579 1966 2135 1347 1566 1336 1273 1387
"389" 356 344 180 411 236 342 398 351 268 395 1099 1131 957 1156 1274 1355 1623 1067 994 1444
"390" 768 663 546 557 646 635 890 1182 854 876 2289 2865 2762 2832 2280 2905 2883 2784 2651 2907
"391" 1191 1184 1010 1180 1081 1926 1677 1688 1536 1786 6719 6344 5748 5811 5382 6625 4192 4685 5022 6002
"392" 2 0 0 1 0 1 0 0 1 0 0 0 0 0 0 6 0 12 16 10
"393" 55 55 29 34 38 35 77 51 75 56 101 168 141 115 158 252 245 278 269 327
"394" 37 12 26 26 40 50 29 30 26 19 116 89 195 188 80 75 105 91 61 96
"395" 0 0 0 0 0 0 2 2 0 2 4 6 6 4 1 0 0 0 0 0
"396" 20 18 8 38 15 38 33 37 32 39 116 183 253 144 130 191 155 161 195 153
"397" 138 105 250 200 70 415 254 203 251 327 1067 964 1070 1201 1025 1626 1214 1286 1306 636
"398" 94 58 58 48 83 69 105 133 74 66 236 259 210 199 340 497 461 362 689 558
"399" 1370 1441 1198 880 1155 1363 2081 1571 2531 1438 6040 6667 7025 6724 6487 7075 7999 6184 7180 8081
"400" 1621 1338 1492 1312 1529 2939 1699 3310 3056 4309 7410 7354 10252 8495 8320 11794 10362 9124 9877 9795
"401" 52 146 56 75 71 22 54 35 37 44 76 87 79 41 66 19 23 23 42 36
"402" 715 497 809 297 451 323 301 316 287 357 442 330 434 410 480 528 725 409 556 562
"403" 33 31 30 12 14 23 15 17 9 8 41 16 9 18 34 4 10 17 50 13
"404" 816 892 818 853 832 234 750 300 477 598 832 694 778 619 349 836 296 555 262 755
"405" 9243 8003 8029 9135 9797 4932 4673 4468 2863 4595 6656 7383 7112 7906 7885 9333 9721 9836 9397 9473
"406" 703 1059 701 750 635 419 388 267 346 440 634 486 632 894 656 770 604 670 655 569
"407" 259 199 205 367 264 101 82 98 110 82 128 117 122 145 134 235 265 97 170 384
"408" 156 176 246 166 106 103 102 97 119 55 110 124 196 69 105 225 291 222 254 167
"409" 1752 1542 1554 1500 1375 1152 795 862 1088 1219 1329 1096 1612 1466 1275 1786 1674 1832 1493 1759
"410" 1080 1352 1198 1109 1267 370 389 504 464 298 857 848 778 829 621 585 1113 627 944 816
"411" 1897 1946 2065 2053 1662 976 972 971 741 802 1382 949 1336 992 1201 1843 2053 2069 1717 1707
"412" 2771 2350 2172 2339 2146 1046 1058 1039 1351 1121 1600 1836 1694 1746 1687 2261 2014 2256 2252 2076
"413" 44 37 16 76 19 11 18 16 21 12 30 37 7 20 23 20 56 40 38 36
"414" 1549 1645 1556 1792 1591 545 795 599 693 666 810 1326 917 1244 1211 1270 2174 1209 1850 1177
"415" 16 11 10 32 32 28 13 33 35 37 19 48 50 75 28 44 62 62 62 65
"416" 21822 22771 19899 18755 18169 11053 9248 8741 11274 8304 12191 16073 16122 14715 16711 18055 19792 18903 19071 14543
"417" 2433 2015 2120 2036 2427 780 1298 872 1363 1153 1478 2074 1952 1930 1918 1278 1460 1342 1645 1856
"418" 800 1085 1012 1191 1478 503 679 484 599 408 1338 588 680 960 775 696 1234 1008 836 1071
"419" 3 8 6 14 7 7 8 4 17 4 6 9 3 9 8 36 19 16 20 15
"420" 190 267 330 380 336 151 139 123 150 129 127 240 178 269 254 93 100 91 138 85
"421" 867 728 562 1023 825 367 432 380 437 419 589 443 441 729 448 785 956 820 832 835
"422" 33 87 86 35 47 17 6 16 9 18 7 13 29 34 19 3 10 11 16 3
"423" 2043 2072 1738 1409 1744 898 626 848 881 956 1385 1429 1707 1320 1580 1711 1565 1596 1886 1827
"424" 151 158 118 90 201 90 51 59 22 41 89 99 77 165 83 103 57 199 139 123
"425" 0 0 0 0 0 3 0 3 1 0 3 0 0 8 0 0 0 0 0 0
"426" 511 605 438 468 404 204 230 242 222 270 394 409 420 597 411 672 708 349 378 374
"427" 1023 997 881 1246 1151 349 455 446 440 346 600 588 798 598 566 1159 1443 1112 1407 1154
"428" 665 296 428 381 338 187 217 108 176 179 385 398 365 260 323 514 585 536 419 451
"429" 1856 1741 1302 1776 2255 990 883 994 1045 1083 1696 1661 1731 1741 1756 2347 2382 2452 2235 2269
"430" 1462 2050 2081 1714 2140 793 797 776 862 818 1363 1374 1342 1413 1367 1686 1800 1502 1966 1807
"431" 1006 979 908 997 946 307 350 382 289 295 579 685 982 641 600 661 546 774 592 623
"432" 2225 1660 1734 2174 2289 1197 1125 1017 1152 1130 1637 2267 2206 1745 2258 3332 3031 2649 2110 2362
"433" 1340 1671 1710 1751 1257 860 853 751 922 882 1454 1365 1450 1348 1252 1728 1626 1778 1673 1351
"434" 2083 3664 3902 3895 3449 1590 2254 2151 2111 2353 3468 3401 3663 3154 3502 6394 5627 5950 5299 6093
"435" 1561 1311 1450 1486 1557 788 826 713 881 782 1546 1523 973 1797 1387 2014 1834 2065 1770 1599
"436" 4633 3973 3843 4674 2945 2717 1953 2351 2318 1852 4046 3757 3387 3873 4006 4922 5016 5032 4087 4437
"437" 28 27 46 29 32 15 32 12 22 14 36 16 15 41 53 15 50 22 38 16
"438" 2000 1685 1698 2253 1333 704 920 1081 704 826 1448 1622 1360 1641 1247 1757 1391 1215 1721 1236
"439" 224 256 254 298 294 447 368 262 236 299 540 391 384 411 410 452 663 572 333 677
"440" 2240 2745 2710 2265 2860 1270 1108 1137 1075 1173 1753 1775 2518 3190 2021 2514 2097 2760 3615 2870
"441" 2272 2636 2170 2230 2964 1600 1266 1215 1032 1145 1981 1933 2281 2163 2170 2805 2686 2623 3518 3624
"442" 259 193 209 311 303 122 106 14 101 51 181 158 169 151 104 209 227 277 158 201
"443" 1627 2240 2059 2107 2454 990 752 889 1252 1004 2125 1422 1641 1804 1818 1967 1849 2646 1607 2074
"444" 90 107 122 118 94 129 144 50 101 68 182 168 174 127 190 221 228 395 241 203
"445" 4526 4037 4534 3666 3899 2955 2169 2912 3130 2419 5873 5321 5510 4705 4401 8463 8841 7988 10179 8914
"446" 321 277 318 222 288 97 120 74 145 76 79 122 111 124 135 122 68 69 141 159
"447" 6244 6429 7097 8063 7061 3146 2908 2978 2879 3174 4414 4377 5838 3478 4692 5151 5043 6473 4917 4458
"448" 2261 1673 2259 2598 2182 1106 1359 1325 1341 1363 1824 2174 1671 1986 2231 2235 2535 2811 2250 2083
"449" 958 1270 1536 1538 1541 730 784 919 520 543 890 1293 1716 1047 1250 1570 1543 1493 1323 1642
"450" 12 6 7 11 12 8 4 2 24 16 4 6 7 5 18 24 19 12 14 32
"451" 2333 2803 3213 2939 2786 418 404 491 446 342 1052 964 856 691 742 1924 2199 2405 2689 2269
"452" 8 5 6 0 8 5 1 0 0 0 2 3 1 0 0 6 1 8 4 0
"453" 193 321 497 394 255 22 54 153 43 17 114 74 53 125 92 434 356 348 306 369
"454" 435 451 346 492 386 47 51 30 39 46 39 112 43 41 73 90 110 54 135 142
"455" 21 2 1 20 14 4 8 5 4 2 11 27 4 10 10 36 62 32 113 60
"456" 2158 1761 2068 1947 1762 379 427 471 323 408 657 797 657 686 829 3577 3990 3679 3913 3997
"457" 797 1120 1197 1501 827 122 82 79 67 118 330 277 311 255 311 952 1085 968 865 992
"458" 2325 2878 2739 2681 2587 252 354 352 347 327 614 632 336 609 683 1257 2197 1788 2265 2177
"459" 804 1625 1108 994 1243 190 172 152 169 213 224 469 236 218 360 1031 998 1062 811 1024
"460" 2083 1848 1464 1804 1644 499 605 648 606 562 1029 1091 753 773 855 6110 4480 5186 5178 5106
"461" 101 111 151 134 140 15 33 13 5 20 51 54 122 44 48 173 176 185 136 143
"462" 379 438 874 834 716 143 152 131 155 148 337 138 245 198 112 1289 1108 855 1131 1259
"463" 861 1510 1048 1038 1740 212 167 141 167 109 418 297 265 253 271 629 760 710 514 666
"464" 1707 1260 1309 1962 1616 234 280 284 181 319 379 476 431 419 381 1256 999 711 580 952
"465" 880 816 800 840 875 223 44 116 76 80 229 252 214 177 224 470 619 342 546 500
"466" 19 22 6 8 17 5 0 10 4 1 6 2 2 25 8 10 12 8 18 41
"467" 0 0 0 0 0 4 1 1 2 0 0 1 0 0 2 5 3 6 15 5
"468" 0 0 0 0 0 1 1 0 3 1 1 7 0 3 1 4 6 5 6 5
"469" 631 588 672 614 725 249 157 211 233 140 216 190 204 230 222 714 776 731 961 610
"470" 6400 7237 7101 7451 7122 1046 1661 1565 1701 1617 2828 3149 2847 2544 2631 12574 10422 7771 9020 10070
"471" 67 43 46 65 127 4 3 18 1 4 6 28 15 21 9 26 86 76 26 23
"472" 57 106 145 67 93 10 8 23 26 9 35 32 71 20 35 47 22 103 68 20
"473" 591 787 624 684 836 101 120 91 169 140 311 216 183 194 288 794 953 885 1058 1549
"474" 61 134 139 168 97 31 44 43 30 29 35 40 69 65 67 143 156 93 181 243
"475" 7 12 7 3 26 7 10 4 5 1 18 12 5 18 6 20 105 40 46 56
"476" 0 0 0 0 0 0 0 0 0 0 2 0 2 0 2 2 2 1 5 2
"477" 19 17 21 29 26 14 3 10 13 13 32 13 43 18 24 131 123 117 144 93
"478" 1737 1285 2000 1404 2056 222 212 178 201 206 413 453 471 403 407 923 1816 1439 1387 1220
"479" 1222 434 923 799 896 164 162 161 179 204 270 436 278 564 208 1133 1527 1388 1155 1120
"480" 4752 3955 4902 4375 5801 698 609 553 535 751 1158 825 1130 1214 1271 4718 5053 4547 4034 4809
"481" 4 7 12 7 2 1 1 2 2 2 1 4 0 0 0 1 5 0 0 2
"482" 187 217 152 66 156 96 53 53 36 77 109 111 115 185 123 229 311 340 372 228
"483" 53 44 24 65 27 17 12 6 6 2 28 25 17 15 9 43 67 34 40 42
"484" 333 319 372 269 203 27 27 43 38 52 26 75 35 19 56 180 132 161 128 156
"485" 289 286 229 405 328 95 22 45 49 72 130 73 59 78 138 473 386 346 327 338
"486" 113 214 232 212 244 12 32 12 29 26 32 59 21 29 29 143 172 111 94 62
"487" 694 942 764 851 802 104 88 58 132 72 72 168 204 176 103 272 586 326 344 644
"488" 52 60 115 91 87 18 4 10 21 6 64 37 42 41 46 70 53 52 78 104
"489" 1580 1266 1057 1230 1236 297 195 236 347 173 346 312 271 352 289 1701 1213 799 970 1885
"490" 688 419 532 652 514 77 73 107 80 121 131 243 134 112 143 468 676 617 683 922
"491" 38 66 35 77 70 7 7 7 0 4 11 16 2 8 10 38 68 30 81 97
"492" 4337 3460 5360 5082 4087 688 619 637 484 650 773 887 678 1361 1158 3314 3258 3984 2763 4044
"493" 1648 2126 1545 1588 1438 182 168 308 250 151 243 278 354 542 352 862 1218 1240 1032 753
"494" 121 114 95 55 129 27 10 16 24 35 20 22 28 56 49 98 87 134 210 107
"495" 838 424 673 395 660 60 49 26 82 26 99 95 89 53 84 189 169 184 172 206
"496" 106 89 83 128 87 23 32 9 14 13 15 50 19 26 27 111 145 162 160 106
"497" 1650 1307 1647 1726 1435 408 217 328 281 262 466 436 402 380 480 1169 1142 1395 1159 1420
"498" 5 31 28 8 48 4 5 22 8 6 4 22 7 9 13 133 49 27 75 45
"499" 658 613 489 557 571 202 128 99 224 279 196 187 248 164 150 495 632 571 774 454
"500" 2 0 1 6 6 6 0 5 0 3 7 4 1 3 1 0 0 0 0 0
"501" 2352 2063 2057 2042 2016 1811 1780 1340 1632 1977 1039 1415 1289 1587 764 2052 2116 2299 2106 2162
"502" 547 563 758 591 430 388 386 392 352 407 233 356 262 230 351 410 305 600 513 443
