"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_204" 157 143 186 174 108 248 165 274 236 198 472 256 365 400 435 274 316 363 171 195 207 257 182 296
"gene_205" 881 949 833 807 883 954 755 1006 916 981 838 782 2000 1813 1611 1877 1796 1436 1185 832 924 936 1111 1170
"gene_206" 1360 1383 1181 1322 1470 1240 2498 2512 2611 1894 2805 2356 4406 4827 3873 3761 4769 4756 3012 2791 2480 2753 2271 2583
"gene_207" 1231 1371 1102 782 1400 766 1524 1040 1656 1165 1203 1027 2486 2223 2275 2741 1967 2711 1175 1233 1560 1397 1902 1087
"gene_208" 0 0 0 0 0 0 0 0 0 0 0 0 10 2 10 2 6 3 3 0 2 1 3 0
"gene_209" 260 238 239 190 245 324 281 272 415 173 261 274 697 666 428 782 505 388 240 221 245 319 271 164
"gene_210" 46 75 59 42 72 63 78 67 120 52 40 69 128 65 107 92 68 97 37 82 105 43 58 87
"gene_211" 962 700 862 938 776 1198 939 716 907 762 889 622 1608 1649 1806 1891 1348 1646 680 794 1111 771 789 1015
"gene_212" 128 46 120 88 103 184 59 108 65 152 244 136 202 130 187 117 313 237 119 96 93 72 134 110
"gene_213" 927 903 1430 1017 1141 1005 2846 2832 2679 3037 2935 2713 4203 4955 4391 3579 4116 4681 1900 2812 2175 2897 2721 2044
"gene_214" 2061 1756 1406 1404 1646 1443 1840 1221 1926 1895 1990 1996 3407 3951 2457 4058 3084 3334 2093 2378 2115 1978 2847 1726
"gene_215" 433 408 413 543 320 355 250 311 367 171 189 361 1013 889 779 822 641 1030 709 571 620 563 676 564
"gene_216" 331 258 318 532 359 270 250 292 291 330 262 275 508 577 737 615 560 741 394 475 417 387 447 400
"gene_217" 1359 1638 1165 1201 1090 1766 1625 1212 1073 898 738 1064 2300 3236 2219 2524 2101 2165 1535 1625 1553 1384 1382 1323
"gene_218" 950 488 679 867 598 878 636 830 708 569 955 598 2582 2197 1238 2843 2554 2412 1235 1089 1342 1240 1393 972
"gene_219" 2161 1555 1859 2206 1740 2290 1331 1231 1276 1193 1266 1383 4944 3763 2835 3797 4225 3262 2327 1871 1996 1854 1983 2379
"gene_220" 710 830 368 376 544 666 806 670 732 549 598 834 1408 1068 855 1043 831 1192 593 510 564 935 578 674
"gene_221" 4024 4239 7380 3778 5096 3905 2998 4151 3421 3041 3397 3014 9087 7790 9823 8403 9354 7561 5472 5009 6083 5870 5494 4635
"gene_222" 3301 3033 2496 2673 2520 2449 3493 3557 3419 3374 2661 2782 6216 5185 7291 5436 6226 3916 3660 3906 3144 3247 2958 3799
"gene_223" 5450 3544 3274 3483 3484 3699 3793 4267 4085 4755 5156 4806 9468 8750 10341 8634 9995 8086 5841 4975 3688 4748 6139 5938
"gene_224" 278 199 232 168 177 196 135 38 19 37 50 25 304 279 230 219 204 229 130 175 92 134 133 129
"gene_225" 588 375 538 515 531 456 438 358 259 279 426 292 1284 715 556 1303 633 1065 797 616 818 600 687 722
"gene_226" 151 226 284 316 125 230 124 301 247 112 155 253 551 451 502 523 502 521 347 313 266 290 282 288
"gene_227" 1236 1579 1605 1440 1311 1285 1812 1580 1824 1558 1323 1373 1947 2754 2251 2646 2943 2476 1677 1769 1640 1693 1744 1550
"gene_228" 40 48 18 37 40 21 3 12 18 6 24 10 86 28 79 68 28 166 35 19 25 26 35 22
"gene_229" 337 283 222 253 172 323 1117 768 647 755 882 709 766 701 862 653 870 957 370 595 395 570 412 685
"gene_230" 503 468 577 879 577 554 143 193 90 269 191 165 852 884 883 889 641 840 470 480 428 482 352 353
"gene_231" 2519 2281 1653 1999 2187 1712 2534 2791 3529 3594 2566 2628 5162 5752 5227 4637 7518 6234 3055 3128 2825 3348 2526 2754
"gene_232" 873 683 531 466 229 586 1204 1018 754 887 1329 961 1159 1210 1436 1668 825 1800 778 737 701 720 589 779
"gene_233" 478 364 471 386 752 359 421 604 381 407 511 851 1019 1126 612 773 966 1109 525 296 496 460 494 351
"gene_234" 551 421 366 421 331 363 33 83 48 95 97 79 482 539 502 550 440 510 257 270 284 237 300 290
"gene_235" 756 883 790 715 606 779 1165 1051 1614 1178 1163 1100 1635 1547 1578 1359 1837 1655 1224 1161 999 1149 1484 1155
"gene_236" 58 31 18 60 57 63 5 7 4 8 10 26 68 46 63 50 104 34 38 68 42 50 62 35
"gene_237" 672 633 656 611 604 793 492 509 664 745 870 682 1243 1022 1176 1317 1252 923 396 896 722 539 712 546
"gene_238" 1597 1952 1718 1758 2247 1655 2105 1918 2782 2225 2181 2622 3198 3565 3292 4138 3119 3580 2110 1619 1989 1585 2405 2349
"gene_239" 2671 2554 2636 2736 2342 2257 2429 2012 2800 2513 2615 2038 5990 4798 5218 5287 5654 4835 3260 2879 3293 3273 2974 3036
"gene_240" 3584 3349 3536 3363 3338 2876 2908 3438 2918 2872 2630 3262 7408 8717 6539 7341 7469 8346 4367 6028 4622 4534 4486 4922
"gene_241" 1033 978 1019 915 745 782 512 624 489 471 554 535 952 1082 1241 1054 1288 1168 691 740 561 532 724 737
"gene_242" 27 50 32 28 36 38 14 6 21 18 9 2 52 72 63 77 83 79 24 27 43 52 20 31
"gene_243" 1248 1633 1659 1489 1407 1504 2835 2195 3309 2437 2423 2533 4552 3791 6183 4146 3987 5006 2831 2958 2988 2957 2794 3371
"gene_244" 3073 4167 2592 3578 4264 4283 2889 3314 3207 3341 3156 2798 7611 7078 9046 7197 6517 5277 2955 4193 5082 4299 4245 4175
"gene_245" 3334 3176 4393 3563 2654 2373 4301 5239 3748 4104 4337 4307 7968 7406 8612 7331 8542 8029 4879 4695 5718 4178 4246 5157
"gene_246" 347 338 209 382 281 304 103 45 181 86 105 167 368 533 398 535 512 407 226 366 259 293 299 251
"gene_247" 2383 1948 1104 1514 1944 2760 2471 2217 1444 1141 2221 1402 3471 3545 3709 3219 4218 4076 2733 2439 1568 2795 1845 2441
"gene_248" 854 884 887 847 1019 1143 1009 782 912 797 1162 1107 2070 1855 1738 1901 1971 1765 977 1147 1094 930 1660 1052
"gene_249" 2026 2156 2133 2909 2899 1747 1986 1940 1626 1836 1904 1639 5882 5298 3908 4195 4956 4812 2807 2347 2383 2758 2661 3321
"gene_250" 71 97 78 37 59 113 221 154 193 185 200 187 233 218 237 309 264 194 210 207 179 134 123 58
"gene_251" 3299 2992 2397 4553 2543 2679 4559 5313 3946 4729 5215 4669 18961 21475 22203 31087 12707 29637 13432 16510 15188 10954 13548 12995
"gene_252" 8160 7402 7735 6696 7719 7758 6158 6224 5641 5428 4556 5428 36740 33529 28620 44639 25782 33158 20482 23188 24486 23618 21853 16419
"gene_253" 3973 3175 3647 3321 3836 3491 3317 3588 3160 2689 3578 3478 19176 18567 13777 17712 16519 17401 11195 10242 11732 10077 10281 11477
"gene_254" 1773 1627 1655 1532 1663 1730 2300 2034 2315 3106 2523 2147 9748 7753 11670 10018 9831 10082 6277 5762 5163 5271 4691 6635
"gene_255" 31 90 47 22 67 39 88 88 113 74 62 67 440 404 737 402 418 443 199 372 328 197 154 231
"gene_256" 219 196 405 290 338 182 409 349 282 537 287 435 1961 1968 1903 1836 1900 1819 925 1209 1098 838 815 1044
"gene_257" 94 37 91 82 67 40 59 56 110 42 67 73 282 235 738 260 409 453 261 117 136 157 235 135
"gene_258" 1355 1566 1847 1678 1506 1671 1696 1320 1351 1745 1864 1673 7905 10402 7934 11097 9862 7930 6170 4750 5660 6262 6535 6810
"gene_259" 1123 973 1164 877 1006 895 979 1640 1364 1997 1470 1562 5867 9734 8105 8124 6607 8361 3727 4466 3380 4693 4597 5482
"gene_260" 43 58 29 23 59 57 72 45 71 40 151 58 401 214 240 160 206 327 224 178 226 162 168 149
"gene_261" 305 274 237 312 378 342 302 266 167 419 208 195 2097 2355 2074 2399 2271 2591 1377 1400 1305 1467 1123 1052
"gene_262" 1054 904 972 980 787 878 887 785 745 902 816 629 5731 5509 6556 4918 6167 5888 3125 3214 3297 3500 4238 2863
"gene_263" 310 231 245 501 393 364 273 232 483 361 296 285 1917 1864 1593 1829 1655 2095 821 990 1035 916 739 994
"gene_264" 17738 23896 28707 20965 24170 26310 15721 14283 13886 15937 13130 17215 88419 75735 98566 97713 79507 74985 73071 67465 73329 59615 67307 78914
"gene_265" 4601 4610 5375 4862 3706 3485 3068 3702 4821 3510 4743 3487 29582 21071 18750 20618 25251 20035 11539 12922 13298 14241 12474 14196
"gene_266" 4826 6236 5376 5523 5932 5388 6416 6721 7983 6539 7174 6119 33260 35779 26080 29480 38555 39714 26384 27118 24012 15870 26177 27185
"gene_267" 811 754 625 499 566 807 246 399 286 222 391 307 3302 3060 2932 3170 3434 3074 1802 1583 1807 1337 1445 1723
"gene_268" 74 62 61 36 42 43 129 100 74 135 86 99 818 778 772 649 669 877 436 609 583 480 388 349
"gene_269" 4534 4125 4493 4346 4325 5142 5534 4785 6836 5410 4338 6517 35261 24962 37123 29066 28319 30228 16719 18941 17080 16657 18097 16744
"gene_270" 95 118 110 107 93 45 116 59 127 52 79 123 311 325 470 761 423 435 298 466 391 292 281 205
"gene_271" 2872 2320 2814 2244 2822 1947 2710 2190 2611 3506 2983 2238 12931 13951 16245 18342 17470 19019 8586 11442 10103 9048 11004 9448
"gene_272" 6 16 2 21 4 16 3 2 0 2 4 4 168 173 162 232 188 244 88 77 121 127 143 134
"gene_273" 431 285 407 414 442 402 375 235 392 213 325 274 1763 1877 2114 2440 1690 2292 1269 1469 1238 1181 1189 1438
"gene_274" 145 199 115 184 254 102 78 126 66 70 120 35 904 1012 962 1035 1049 773 576 542 556 587 769 606
"gene_275" 128 41 58 47 36 81 22 43 34 37 15 55 197 221 185 254 220 277 89 131 111 124 140 120
"gene_276" 2598 3077 2940 2618 2223 2078 910 1544 1354 1140 1310 1374 10074 10349 11789 11152 11030 10902 5316 8254 6517 6412 6654 6246
"gene_277" 6613 5569 4786 4832 4841 7445 7422 7005 9315 7074 8690 7882 38836 26774 37004 31913 48309 49249 22689 16307 22049 17916 17441 18994
"gene_278" 608 1109 1013 1414 890 1347 1319 1120 795 775 1113 870 5033 6219 5542 5489 6521 4414 3595 3266 3468 3045 3907 2756
"gene_279" 0 4 3 1 2 7 1 0 11 13 21 1 11 20 10 29 12 30 10 4 10 7 4 32
"gene_280" 926 882 1129 703 926 531 473 407 883 951 596 504 5680 4872 4462 5419 4823 5064 2476 2555 2325 2199 2405 3371
"gene_281" 73 67 82 63 65 96 54 38 67 53 97 56 329 398 228 323 227 333 242 161 348 186 141 261
"gene_282" 128 129 103 82 146 219 148 156 164 214 123 97 904 1253 963 901 1101 860 743 419 500 643 627 642
"gene_283" 46 20 26 26 10 60 74 64 35 62 48 60 421 274 431 383 328 511 213 235 285 342 197 258
"gene_284" 402 419 427 519 339 603 607 568 453 530 535 647 3604 2890 3725 2981 3312 3162 2294 1849 2365 1689 2339 1870
"gene_285" 16582 18236 19841 16627 15472 16585 20789 24478 23207 19827 19168 20881 68412 92630 74680 98205 88292 84640 71391 77863 81654 73294 67857 65939
"gene_286" 16 43 42 53 30 76 73 51 34 20 47 60 347 149 249 393 281 426 164 154 176 199 203 211
"gene_287" 2178 2148 2348 2151 1856 1831 1372 2292 2191 2451 1853 1907 19745 12608 16350 10018 12936 15260 8898 8687 9700 9610 8891 8903
"gene_288" 104 87 85 72 72 63 246 302 340 311 339 317 1302 1327 1046 1173 1232 1018 673 672 502 728 605 652
"gene_289" 315 401 333 369 341 299 541 360 464 449 442 248 2499 2183 2446 1843 1534 2248 1506 1728 1441 2144 1633 1802
"gene_290" 2652 2582 2610 3262 3230 2896 3479 3676 3827 2754 3444 3247 23788 19212 18313 19806 20139 22426 9524 9631 9284 8101 7828 12121
"gene_291" 920 735 701 571 957 659 1501 694 824 577 915 734 8014 5783 3747 3638 4192 4708 2775 3174 3187 3040 2776 3076
"gene_292" 23 65 54 68 50 76 83 145 171 147 73 84 542 427 433 525 355 585 221 337 282 194 191 185
"gene_293" 2721 1857 3226 2578 2845 2169 2622 2834 2228 2034 2116 1749 10477 10589 11304 12077 10682 10061 4537 6023 6448 6296 6497 7448
"gene_294" 82 68 97 92 95 103 69 122 102 105 153 139 859 1251 1281 1374 715 764 535 453 753 508 710 375
"gene_295" 0 11 6 8 5 18 17 23 23 13 33 30 44 111 62 122 94 95 79 38 27 37 37 40
"gene_296" 13251 13118 14605 11623 14550 12362 10620 9858 12849 12839 8106 7196 70773 67839 66412 66413 75983 76224 28517 27755 33606 39505 31752 35867
"gene_297" 2564 2339 1976 2590 2581 2052 3177 2874 2444 2992 4177 3708 16596 14466 17064 16366 16188 14395 8209 9610 9304 7439 11029 10724
"gene_298" 18 83 76 54 52 26 198 166 216 126 171 149 1363 920 1233 1134 1213 900 504 426 377 460 645 549
"gene_299" 1745 1388 2064 1631 1501 1742 1214 1828 1871 1792 1861 1376 9479 8326 9080 11033 11023 9621 6105 4934 3674 5851 6181 7270
"gene_300" 5757 5057 6151 5081 5729 5495 4572 5882 5919 4843 5209 5233 22303 28933 33913 34893 37204 30185 15903 19692 14671 14664 15674 16629
"gene_301" 96 71 104 109 101 91 101 190 178 254 149 156 229 232 158 266 147 193 78 220 164 82 221 247
"gene_302" 777 615 703 796 651 717 1076 1062 1024 1159 1282 1086 1273 1256 1047 1369 961 1182 1498 1313 1359 1570 1450 1592
"gene_303" 28 30 31 50 24 10 27 50 66 69 46 88 72 37 52 40 83 61 104 97 87 66 118 87
"gene_304" 73 151 161 83 136 98 109 153 154 147 227 145 326 445 362 327 265 444 93 161 167 124 151 118
"gene_305" 410 399 427 461 601 583 854 884 556 1126 900 718 1281 1250 1270 1097 1094 1010 812 825 586 651 675 719
"gene_306" 864 840 1137 1519 1492 1290 1457 1721 1611 1719 1953 1843 2341 2747 2134 2428 2348 2055 2154 1566 1732 2874 2372 1797
"gene_307" 41 52 66 111 74 42 144 91 110 118 108 84 98 106 95 71 93 100 76 78 81 96 91 112
"gene_308" 352 432 520 515 376 466 731 822 413 686 984 542 1212 1346 1031 1552 1187 1293 782 830 714 608 863 698
"gene_309" 4411 4526 5160 3747 4060 4352 5874 6615 6638 9325 6849 7498 6628 9172 8616 7119 7536 8290 6714 7053 8591 7846 8041 8106
"gene_310" 108 93 83 78 45 75 128 66 185 115 52 115 82 132 116 80 93 95 133 85 114 159 154 131
"gene_311" 244 209 147 158 272 119 255 416 332 410 258 463 312 520 378 403 532 294 760 666 753 890 889 667
"gene_312" 283 342 329 324 349 332 705 588 485 438 410 428 715 701 823 906 880 910 406 410 454 447 440 495
"gene_313" 852 909 945 924 917 978 1886 1398 1100 1464 1493 1482 1814 2365 2198 2007 2785 2133 1761 1573 1972 1583 1766 2147
"gene_314" 23 11 32 31 17 24 46 34 18 51 65 32 46 38 16 19 50 53 8 7 10 4 4 14
"gene_315" 21 48 13 32 29 41 20 64 54 39 44 28 30 17 45 40 39 47 35 20 18 10 27 20
"gene_316" 21 10 10 13 14 19 26 12 47 30 39 29 29 40 43 15 56 21 33 11 8 16 26 44
"gene_317" 4 4 2 4 5 5 6 6 2 6 9 43 1 14 12 8 6 22 3 3 4 1 4 2
"gene_318" 111 104 119 149 161 160 241 165 278 216 239 332 341 430 578 237 247 189 245 291 359 338 336 209
"gene_319" 107 130 137 149 259 209 191 227 171 317 249 428 392 201 450 247 246 319 355 356 206 526 403 368
"gene_320" 95 107 78 88 88 43 157 135 180 121 157 103 216 128 217 298 163 184 151 247 132 210 100 144
"gene_321" 22 25 20 24 32 11 80 50 27 19 28 41 25 29 46 99 19 108 29 40 23 25 59 30
"gene_322" 463 594 514 494 304 337 999 1007 778 1007 663 779 1104 1409 1221 702 764 956 1057 889 992 760 1047 1094
"gene_323" 1603 1809 1311 1324 1237 1747 1911 2633 2277 2657 2644 1762 2326 2222 2728 1663 1782 2590 1825 2788 3037 2305 2296 2258
"gene_324" 120 173 119 110 197 158 175 409 178 323 164 391 291 224 283 177 246 265 200 213 253 285 242 318
"gene_325" 819 488 680 728 742 598 1238 973 931 1270 919 1070 658 1295 997 1148 773 580 1993 1802 1545 1948 1846 1819
"gene_326" 4941 8163 6325 4439 5504 5720 9182 9534 7967 8750 10000 9301 12131 9624 9445 9564 9868 13893 11174 15520 7779 14461 8456 11148
"gene_327" 459 449 370 520 281 211 660 681 718 632 601 614 437 624 763 702 839 761 440 748 677 721 945 903
"gene_328" 3547 3399 3287 3551 3667 3798 5596 6659 6021 5224 4878 5173 4801 5220 6403 4712 5542 4339 9684 9042 7237 9612 7655 8043
"gene_329" 178 83 135 83 217 83 189 312 448 330 205 184 78 138 148 179 134 65 279 231 321 342 429 198
"gene_330" 10 22 1 8 10 16 20 20 17 5 6 16 0 0 0 0 0 0 17 42 30 35 44 28
"gene_331" 6 8 2 22 5 4 10 16 6 18 2 28 23 44 26 51 24 48 81 29 58 21 29 10
"gene_332" 75 34 123 56 114 115 146 88 78 80 51 152 154 115 128 136 101 138 72 100 50 83 66 42
"gene_333" 337 290 199 159 264 189 333 334 346 316 296 427 531 714 638 619 464 524 393 308 296 287 302 458
"gene_334" 278 200 267 210 267 232 402 526 328 326 642 434 348 413 526 429 355 419 413 555 493 436 491 511
"gene_335" 2484 2146 2515 2164 1863 1980 3265 3659 2706 2936 3769 3532 4061 2969 2924 3228 2971 4266 4371 3819 4087 5137 5158 5014
"gene_336" 38 48 42 27 26 54 37 36 61 41 23 29 70 35 18 41 46 19 71 106 76 90 84 96
"gene_337" 1800 2472 2365 2250 1856 2008 4604 4783 4957 5828 3628 4889 4264 3614 6021 5007 4947 5656 4024 4820 4709 5989 4523 5617
"gene_338" 986 893 812 811 858 761 1970 1282 1579 1577 1400 1429 1688 2527 2230 1831 1580 1911 1356 1225 1661 1143 1465 1878
"gene_339" 3324 3876 3681 3669 3322 3869 4825 6239 4100 5036 8842 5625 4937 7429 6368 5601 5542 7375 7968 8185 9265 8118 7581 7998
"gene_340" 22 61 15 25 23 43 45 43 71 61 22 128 66 57 60 18 76 46 35 31 24 8 24 20
"gene_341" 448 467 281 443 402 510 875 649 796 805 599 626 968 831 930 1020 872 975 885 1057 847 1085 863 854
"gene_342" 2910 3255 3366 2976 2460 3158 4328 4782 4717 4768 4343 4101 5114 5759 5234 5928 5856 6547 5228 6437 8418 4984 6617 5897
"gene_343" 1553 2493 1863 1802 2393 1825 3643 2692 3021 2205 3875 3122 3684 3985 3788 3432 3937 4063 5034 3162 2578 3032 2891 3461
"gene_344" 1009 1182 987 997 854 1368 1547 2320 1454 2112 2623 2237 1610 1709 1802 1830 1652 1969 1978 1943 2788 1557 2701 2268
"gene_345" 90 80 61 62 85 55 95 141 111 139 182 123 61 40 75 82 64 70 188 349 59 283 165 163
"gene_346" 921 1112 974 818 995 1094 1990 1454 1270 1726 1732 1347 2400 1932 2167 1905 2058 1506 1218 2112 1360 1883 1189 1223
"gene_347" 372 560 292 565 545 547 869 982 741 949 1173 749 892 784 656 982 938 844 1665 1594 1325 988 1253 1250
"gene_348" 20 44 39 5 32 16 30 44 115 94 64 62 172 350 90 102 243 150 28 28 19 16 44 20
"gene_349" 343 406 287 480 334 259 606 553 769 623 1247 544 740 687 710 667 780 556 538 668 697 899 710 768
"gene_350" 208 328 156 274 139 256 401 845 332 263 215 548 753 426 438 614 469 617 819 463 679 657 596 565
"gene_351" 428 409 507 470 485 278 507 495 988 948 621 515 2360 2288 2738 1940 2772 2656 2407 2127 3176 1889 2518 2793
"gene_352" 24 28 39 25 41 20 50 60 87 57 52 61 334 129 293 147 246 211 221 282 194 233 239 357
"gene_353" 0 1 0 2 0 1 0 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"gene_354" 0 0 1 4 4 2 2 2 1 1 2 1 0 0 0 0 0 0 60 17 12 14 20 5
"gene_355" 428 534 425 446 496 403 622 712 580 620 840 1009 2097 2244 2146 2148 2125 2805 2956 3063 3098 3064 3170 2670
"gene_356" 16 27 26 20 27 40 33 15 52 6 71 46 20 35 50 6 43 28 142 118 83 128 77 177
"gene_357" 825 536 1105 639 676 714 1109 1157 948 1318 1432 1643 3861 4041 3862 3728 3710 4331 3416 4226 4471 4641 5455 5233
"gene_358" 681 688 720 510 600 667 1101 778 1753 1087 1263 1188 3298 3610 3377 3910 3495 3198 4534 3949 3543 3413 4024 3694
"gene_359" 0 7 0 0 2 1 6 3 5 4 12 4 2 8 7 3 8 8 18 22 44 9 30 36
"gene_360" 1 5 2 2 18 3 7 6 2 0 6 5 14 16 11 10 21 11 21 8 15 14 8 8
"gene_361" 17 38 17 48 43 50 73 18 51 66 47 57 341 222 136 172 186 260 105 223 75 170 172 183
"gene_362" 54 88 37 77 68 46 126 72 143 61 62 136 437 293 309 297 497 371 227 342 328 150 261 274
"gene_363" 288 503 508 509 408 331 739 851 839 846 840 827 2324 2219 2268 2440 2329 2542 2560 2874 2562 2637 2357 2804
"gene_364" 5 4 6 4 0 13 4 11 17 13 22 6 53 37 38 63 56 50 15 25 5 12 19 6
"gene_365" 26 90 71 33 47 43 82 59 113 72 69 120 305 216 318 204 242 183 411 256 397 478 342 342
"gene_366" 49 56 73 37 88 56 114 64 75 132 110 138 270 282 231 141 206 320 567 197 476 353 305 333
"gene_367" 568 576 453 511 681 629 1064 666 921 873 817 1114 3622 3442 3842 3300 3809 3109 2357 2246 2127 2077 2060 2438
"gene_368" 1196 937 927 1009 1244 1000 2044 1598 1866 2058 1852 1752 5576 5856 6951 6230 6172 5594 4456 4417 5499 7176 4340 5955
"gene_369" 891 1073 655 437 861 616 925 1183 972 1076 1465 757 4205 4154 3728 3819 3128 3460 4317 4312 3563 3965 3101 4127
"gene_370" 16 26 13 17 11 26 27 50 28 47 61 54 108 134 125 115 143 102 88 130 75 91 90 71
"gene_371" 73 79 73 165 110 136 158 182 156 125 163 227 515 684 650 589 439 488 464 372 445 297 523 502
"gene_372" 4 9 0 22 3 5 10 20 7 21 29 2 44 64 27 30 47 39 50 93 82 51 68 117
"gene_373" 61 61 110 47 56 116 117 93 111 94 90 121 177 295 214 160 117 191 257 292 216 314 361 201
"gene_374" 299 312 199 225 243 197 447 286 354 396 344 431 2092 1595 1895 2036 2105 1756 876 968 1076 1007 951 1294
"gene_375" 1866 2125 1860 1495 2199 1695 3269 2870 3402 3081 2090 3528 9285 7406 12783 10748 14840 8425 8255 9364 8060 9563 8812 6842
"gene_376" 584 519 512 600 607 717 1115 796 1063 1143 1050 1098 3056 3089 3780 3662 2949 2952 3259 3697 2874 4028 3080 3996
"gene_377" 0 0 0 0 0 0 2 1 1 3 3 1 0 0 0 0 0 0 4 2 9 3 0 12
"gene_378" 0 0 0 0 0 0 1 1 0 1 2 2 0 10 8 12 8 14 0 4 2 6 0 6
"gene_379" 109 89 133 80 169 130 185 143 196 151 386 188 519 507 607 628 617 845 798 828 1016 777 1016 1035
"gene_380" 122 58 94 127 143 192 247 314 265 383 266 343 557 600 523 466 299 370 768 911 1667 719 973 539
"gene_381" 1 1 0 0 2 0 0 1 0 1 1 1 0 0 0 0 0 0 18 26 3 5 10 9
"gene_382" 176 204 218 160 166 160 579 441 269 363 321 237 962 1124 1151 1002 1084 1129 1758 2117 1565 2409 1199 1084
"gene_383" 651 470 534 605 616 472 1116 1428 1051 1520 1101 1230 3622 3315 3994 3749 3057 3512 4682 4699 4224 3949 4459 3982
"gene_384" 27 44 44 25 52 39 67 76 42 101 42 59 256 369 301 450 292 321 163 206 186 125 133 241
"gene_385" 324 204 310 325 293 287 518 507 605 312 471 411 2301 2175 2105 1883 2140 2385 1775 1793 1424 1655 1991 1587
"gene_386" 1183 903 1159 1288 1293 1127 2178 2731 2106 2811 1511 1770 8071 8724 5044 6569 8562 6585 8559 7348 4921 6235 7708 5623
"gene_387" 411 289 339 246 330 271 317 536 572 408 472 654 2465 2309 2332 2271 1939 1936 1117 1181 1033 1576 954 1422
"gene_388" 57 75 31 35 69 47 118 86 107 142 33 175 147 211 415 300 138 182 439 549 324 335 353 350
"gene_389" 815 1176 444 983 576 814 1474 975 1840 1385 1601 1980 6265 5960 7532 5684 5969 6055 4865 6302 5313 8002 4456 6550
"gene_390" 131 173 242 108 87 219 176 361 388 184 162 181 612 917 805 654 728 960 940 860 728 761 712 1189
"gene_391" 645 366 441 304 311 300 627 741 453 820 790 737 2568 2199 1949 2281 1938 2072 1759 2364 2509 1749 1727 2205
"gene_392" 352 397 372 234 374 481 240 348 656 569 693 523 2225 1640 2055 1695 1558 1949 1832 1886 1752 2102 2289 2276
"gene_393" 3 3 6 8 0 0 18 8 6 12 6 10 0 0 0 0 0 0 45 28 34 38 12 34
"gene_394" 38 27 36 29 50 23 67 118 89 103 75 58 331 614 532 849 873 385 162 175 242 253 127 166
"gene_395" 725 1072 652 894 1254 853 1293 1323 1730 1553 1500 1256 3519 4821 6489 5353 6600 6694 4597 4814 5442 5761 6443 6143
"gene_396" 308 333 331 331 352 436 587 932 681 691 610 750 2263 2122 1812 2338 2505 2130 2627 2160 2850 2808 2618 2446
"gene_397" 73 50 58 59 49 85 105 83 105 117 164 108 337 201 215 210 252 267 851 644 646 574 565 733
