"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_211" 738 997 865 1539 488 1112 704 833 890 909 691 735 705 699 942 614 873 806 599 732 805 756 677 747
"gene_212" 118 98 111 134 97 105 99 52 92 153 120 180 170 122 100 70 91 81 77 34 23 32 43 48
"gene_213" 864 1216 760 1426 1074 1382 3182 2993 3551 3187 3265 3159 2783 1809 3106 2723 2236 2688 2036 2055 1956 1636 1842 2360
"gene_214" 2042 2080 1509 1352 1726 1842 2004 1782 1653 2134 1372 1930 2058 1593 1781 1209 1436 2338 2295 1954 1687 2234 2009 1961
"gene_215" 401 350 448 399 423 300 256 213 180 315 174 194 693 514 610 627 632 647 394 394 394 369 367 356
"gene_216" 314 336 231 295 372 300 302 261 358 419 341 478 738 482 544 856 504 727 216 265 185 250 319 165
"gene_217" 1237 1140 1677 1506 1160 1485 1142 717 874 839 717 871 817 843 805 616 660 775 1391 1918 1563 1595 1547 1316
"gene_218" 935 866 1334 889 900 760 802 763 747 484 768 706 1645 1625 1409 1665 1357 1439 606 998 1411 984 719 1068
"gene_219" 2205 2211 2178 2098 1962 2225 1310 1334 1509 1258 1298 1321 1768 1539 1577 1414 1655 1968 2160 2302 1893 2344 2048 2605
"gene_220" 608 394 381 593 572 486 825 748 618 655 782 652 444 265 372 406 304 417 534 642 418 726 368 456
"gene_221" 3517 7130 5189 4844 6052 3729 3869 3781 3733 3054 2982 3498 4962 3455 4306 5025 4347 4692 5215 4782 4866 5961 6585 4433
"gene_222" 2248 2356 2696 2940 3028 2882 4185 2825 3389 2826 3475 3469 2582 1830 1820 1929 1963 2377 2530 2752 3819 1829 2193 2024
"gene_223" 5855 3567 3148 4085 6391 3622 6069 4502 4311 3803 3552 4615 5335 6122 4282 5729 5636 5237 3668 4455 5374 4479 4329 2970
"gene_224" 264 258 182 143 124 202 22 108 21 18 48 28 92 76 64 76 76 90 132 98 111 74 94 56
"gene_225" 524 735 780 544 631 704 312 378 470 555 268 439 628 431 843 827 303 350 777 410 591 404 689 699
"gene_226" 94 156 167 124 220 160 111 199 163 310 267 126 348 353 209 353 420 522 290 186 321 167 189 247
"gene_227" 1316 1883 1486 1255 1428 1745 1694 1640 1822 2064 1728 1380 997 752 1146 1042 984 923 1306 1435 1027 1003 1320 1431
"gene_228" 47 20 21 54 23 33 6 4 16 6 11 12 15 19 26 52 25 59 31 39 25 48 51 19
"gene_229" 259 287 215 363 273 164 833 849 747 684 627 837 212 121 142 113 196 219 366 229 266 272 381 464
"gene_230" 412 745 413 787 281 326 282 223 229 139 239 158 300 374 273 209 226 188 310 489 517 512 617 350
"gene_231" 2590 1954 2837 2631 1827 2126 2645 2916 2583 2840 2855 3319 3372 2924 3133 2843 5317 3245 2077 2125 2308 1704 1844 2047
"gene_232" 798 542 520 518 292 510 1091 838 1090 966 1153 973 472 865 605 675 779 414 431 304 338 273 378 363
"gene_233" 555 628 569 622 501 411 681 602 658 348 383 747 303 517 249 527 554 607 640 478 524 549 432 402
"gene_234" 595 357 467 355 436 469 78 103 124 65 39 98 298 349 230 312 352 306 217 175 162 120 184 159
"gene_235" 904 652 675 658 650 720 1300 995 1162 1359 1073 973 1115 843 702 1301 974 828 774 438 774 538 723 554
"gene_236" 91 67 112 54 33 54 12 10 6 14 10 9 40 56 50 68 68 81 10 19 28 17 24 16
"gene_237" 527 592 677 657 570 814 456 821 799 637 457 448 515 758 475 657 600 634 304 465 407 347 533 628
"gene_238" 1741 1842 2054 1864 1737 1661 2232 2203 2178 1967 2214 2136 1326 1257 1354 1022 1048 1246 1790 1531 1566 1775 1562 1302
"gene_239" 2560 2445 2506 2768 2505 2598 2026 2908 2497 2227 2270 2505 3441 2930 3125 2955 2730 2933 2263 1523 1642 1927 2358 2306
"gene_240" 3188 3821 3316 4117 3537 3640 3950 3522 3212 2817 3905 3893 4406 4139 3704 3357 4246 3753 3824 4456 4316 4170 4188 4067
"gene_241" 744 834 681 729 614 826 264 560 601 452 507 387 415 524 411 572 451 491 399 577 506 597 764 525
"gene_242" 50 45 24 21 50 29 10 6 5 7 30 1 53 114 99 74 33 106 31 54 48 69 55 58
"gene_243" 1761 1886 1261 1506 1414 1583 2816 2776 3858 2280 2888 2511 2781 2580 2617 2259 1988 1741 2924 2109 2216 1830 2667 2341
"gene_244" 3192 3894 3506 4422 3561 2977 3004 2693 2948 2930 3207 3106 3755 3449 3028 3883 4496 2877 3990 3642 2962 3174 4120 3283
"gene_245" 3405 3402 3944 2893 4080 3787 4382 5459 4535 5051 4487 4821 3762 2796 3709 3364 3379 3780 4501 5281 3890 4755 4785 3906
"gene_246" 218 363 93 348 254 254 136 81 199 206 102 242 271 237 173 172 137 169 103 124 226 103 150 164
"gene_247" 2112 1643 1628 1895 1691 1343 1444 1464 2085 1659 1972 1726 2206 2011 2147 1910 3582 3247 2401 1737 1863 1898 2192 2365
"gene_248" 1141 788 863 943 890 844 1000 1619 1056 868 849 770 1285 1060 815 923 1212 1169 591 656 520 646 655 626
"gene_249" 2107 1593 3375 1822 1880 3659 1748 2101 1734 1568 1795 1659 3050 2861 2881 1863 2331 3176 1551 1795 1949 2875 1964 1638
"gene_250" 76 67 86 120 79 115 158 170 135 130 129 225 80 85 59 71 184 81 120 132 101 127 86 128
"gene_251" 3994 2597 3753 3338 3470 3238 3403 4600 4973 5034 5820 4728 1799 2449 1509 2386 2425 1908 5778 4480 7575 5786 5478 7891
"gene_252" 8517 8894 7474 6497 6912 7150 6742 5858 6526 5918 3875 7336 3809 4295 4991 4479 6307 5094 4871 5106 5159 5848 4912 4576
"gene_253" 3303 3930 3324 4241 3478 3513 2898 2576 2639 2654 2670 2787 2913 2907 3146 3487 2960 2884 2553 2470 2468 2483 2734 2696
"gene_254" 1763 1726 1713 1862 2071 1581 2370 1877 2290 2308 2502 2464 1651 1762 1636 1724 1854 1991 1269 872 1600 1416 1104 638
"gene_255" 43 34 59 42 75 98 121 87 83 105 111 144 97 85 78 62 104 82 41 43 127 48 35 48
"gene_256" 452 307 298 353 464 408 322 289 271 371 240 224 346 323 319 281 377 329 187 264 256 239 205 216
"gene_257" 70 59 139 94 58 39 89 35 25 44 37 51 34 88 35 22 28 31 95 53 58 45 100 44
"gene_258" 1414 1751 1655 1623 1515 1538 1454 1708 1528 1672 2155 1328 2202 2613 2425 2419 1903 1840 1143 1153 1003 1121 860 1153
"gene_259" 896 914 919 889 1055 1033 1443 1860 1716 1382 2025 1519 1632 1686 1107 1396 1510 1502 1153 1664 1203 1149 1187 1101
"gene_260" 33 50 54 73 65 55 161 84 72 80 55 19 12 31 44 14 36 48 40 17 47 45 47 27
"gene_261" 284 271 540 282 294 379 268 308 300 280 258 668 221 117 274 113 225 124 363 332 664 615 445 709
"gene_262" 913 1036 1082 1765 1228 1343 735 797 584 705 761 824 1088 1154 966 1071 897 1031 1204 1209 1162 1013 1065 1446
"gene_263" 284 223 260 180 227 232 276 369 196 258 167 293 342 373 290 305 239 216 186 139 181 90 239 254
"gene_264" 25393 18307 25168 20520 15685 19863 15788 17915 16893 15366 15486 15664 16431 19919 18025 22859 16772 18020 15703 15553 17709 14318 15217 16835
"gene_265" 5747 3972 4862 4027 4247 5094 3661 3934 3614 3468 3654 3717 3047 3208 4208 3443 3008 3216 4470 4288 4498 4569 5733 4037
"gene_266" 6208 6289 6159 5910 5429 5480 4422 5746 6566 7044 8216 5846 8720 8275 8526 7581 6352 7736 8279 5592 7224 7766 5965 6467
"gene_267" 613 638 592 573 776 521 479 441 223 361 508 286 64 121 118 122 120 89 645 1141 644 952 1133 902
"gene_268" 28 28 51 44 41 22 88 78 162 112 92 136 167 163 132 121 147 128 183 243 220 205 302 214
"gene_269" 4804 4555 4334 3895 4405 4297 6150 6233 6355 6276 5297 4234 6082 5050 5224 6002 4961 5476 4648 4102 4421 4311 4838 4261
"gene_270" 82 95 86 80 79 94 103 111 92 94 149 108 61 58 44 44 51 60 73 38 75 78 61 77
"gene_271" 2372 3028 2748 2826 2188 2399 3719 3053 3009 3413 3332 3279 2141 2488 2537 3109 2379 3117 2794 2786 2465 2867 2467 2435
"gene_272" 8 12 4 8 14 10 0 6 0 7 2 1 44 18 34 18 39 55 29 76 70 118 56 53
"gene_273" 510 329 392 448 449 615 392 272 493 304 564 223 400 431 381 445 454 380 231 142 188 234 228 140
"gene_274" 98 179 325 176 207 151 65 77 62 88 23 58 73 94 76 114 117 111 336 172 187 145 330 312
"gene_275" 62 81 80 69 55 72 23 49 22 36 42 7 48 18 38 27 47 50 3 6 4 6 16 13
"gene_276" 1979 2388 2676 1799 2841 2205 1007 1208 1118 1068 1394 1253 1173 1526 1177 1148 1264 987 2559 1871 1965 2087 2737 2279
"gene_277" 4478 5615 7330 5679 5421 4952 4991 7145 7450 7255 5873 6665 4911 7055 7706 5554 5920 7832 4930 3722 4289 5033 4584 4400
"gene_278" 1299 845 1011 1087 1397 1119 876 1276 1152 816 1136 1114 990 913 868 927 896 825 875 855 868 1116 635 833
"gene_279" 7 1 4 0 3 0 6 1 4 9 1 5 3 3 1 5 7 7 1 6 3 11 2 0
"gene_280" 575 868 716 687 1048 1181 670 890 891 722 731 548 853 588 507 617 588 908 963 876 890 679 749 758
"gene_281" 58 70 65 80 59 93 88 63 72 77 52 98 28 67 61 45 43 31 28 54 40 32 34 15
"gene_282" 69 129 96 103 106 86 160 182 128 106 123 228 169 245 203 291 139 351 86 90 83 103 55 132
"gene_283" 32 44 41 61 25 42 58 46 65 61 38 72 53 90 41 29 91 40 195 202 165 76 120 113
"gene_284" 502 436 522 487 323 413 465 572 508 649 419 513 733 842 698 603 563 758 713 974 848 758 581 790
"gene_285" 15618 20734 14862 16641 14264 19327 21170 27540 22342 23377 16859 17130 22104 21914 18872 28181 19447 23165 24405 29878 31610 34903 21264 25925
"gene_286" 47 82 77 13 44 101 33 64 59 28 35 82 42 86 48 67 58 74 22 28 32 31 54 25
"gene_287" 2218 2044 2113 1973 1870 2147 2094 1914 1907 2255 2788 3137 3063 3133 3397 2573 1949 2954 3517 3013 3203 3703 3175 2883
"gene_288" 71 75 86 116 87 85 323 301 380 276 298 245 184 330 179 288 397 168 151 186 142 216 140 80
"gene_289" 391 444 344 290 237 244 623 472 682 512 475 480 276 547 479 417 276 422 295 428 511 381 441 415
"gene_290" 2903 3415 2692 2925 2808 2962 3267 3390 3226 3602 3554 3628 2948 3655 3790 2637 2417 2956 2985 3826 3833 3270 3660 3180
"gene_291" 1157 685 1045 671 745 748 1012 1210 1258 678 1091 802 1213 1000 893 1003 1198 1131 1041 959 935 1051 652 1169
"gene_292" 54 48 64 63 58 77 75 111 152 89 117 100 89 121 105 136 125 92 58 42 68 19 105 79
"gene_293" 2497 2452 2758 2573 2230 2351 2316 2354 3524 2553 3131 2943 1356 1395 1448 1630 1451 1640 1431 1794 1657 1453 1464 1648
"gene_294" 108 93 85 113 110 103 132 98 84 87 122 124 125 121 177 103 143 86 269 226 138 166 242 284
"gene_295" 8 11 3 15 5 6 25 23 17 12 26 21 22 22 11 20 21 22 19 6 20 33 5 12
"gene_296" 16246 10790 13040 9761 14861 14916 9620 11694 11476 11615 11877 11108 10164 12959 10128 12611 11537 13218 12515 11902 14701 10607 12468 11989
"gene_297" 2133 2032 2380 2512 2485 2836 3642 2871 3566 2311 3671 3748 3620 3097 2546 3081 2446 2288 1959 2115 2488 2388 2270 2673
"gene_298" 15 71 40 22 56 48 274 225 320 152 155 210 330 215 239 160 116 216 140 92 150 102 174 239
"gene_299" 1533 1637 1656 1681 2053 1486 1034 1851 954 1306 1493 1312 1862 2034 2114 1727 1746 1293 1436 1360 1426 1523 1374 1430
"gene_300" 5233 5007 5436 4979 6113 4750 3897 3936 5585 3833 4366 5426 5114 3691 3175 4485 3687 4291 3891 4494 4663 4499 3773 4835
"gene_301" 190 338 176 289 197 258 124 273 123 162 117 166 280 246 159 174 136 233 101 148 160 54 88 125
"gene_302" 973 999 1025 1283 1013 745 1245 1560 1322 2053 1823 1404 1152 1677 1262 1398 1314 1184 1615 1612 1489 1542 1589 1519
"gene_303" 71 31 52 39 69 42 45 34 26 22 51 31 55 79 37 44 47 43 128 85 106 70 88 102
"gene_304" 61 143 124 128 71 70 142 132 172 60 172 117 319 600 601 390 402 297 118 183 151 242 58 55
"gene_305" 762 1051 958 997 1257 897 1321 1081 857 816 1067 763 1227 1129 1206 1164 1195 1097 708 746 716 710 613 582
"gene_306" 2314 2666 3448 3043 3331 2487 1347 1467 1470 1339 1473 1309 2496 2534 2812 2625 2339 2255 1597 2051 2205 3045 1991 1920
"gene_307" 232 116 88 223 141 226 166 97 158 113 125 109 134 76 95 113 98 82 117 138 109 72 82 120
"gene_308" 459 454 516 529 523 388 879 953 820 1259 945 860 1256 952 1150 1074 1433 1015 711 775 609 671 690 740
"gene_309" 9131 9314 7110 8940 5941 6768 7010 7907 8131 7701 8751 6720 7212 9078 7704 6998 8558 7345 8562 7837 8950 7920 9217 9708
"gene_310" 119 129 117 114 142 163 179 162 176 204 148 167 69 60 130 145 243 118 78 87 60 49 106 111
"gene_311" 450 557 389 519 544 423 192 318 224 145 281 369 429 602 502 488 281 430 809 830 766 658 759 615
"gene_312" 460 817 969 672 639 644 504 561 374 280 577 488 726 876 1016 780 692 825 514 554 399 457 486 450
"gene_313" 1801 1844 1249 1678 1778 1817 1439 1345 1458 1697 1707 1321 2380 1853 1586 2600 2470 2698 1637 1460 1654 1442 1701 1808
"gene_314" 57 43 60 44 24 26 99 67 126 121 25 85 18 6 20 42 52 19 15 31 8 16 11 6
"gene_315" 88 74 80 90 91 60 15 12 7 7 10 3 16 43 76 52 63 42 37 17 37 20 60 18
"gene_316" 55 33 55 59 22 50 5 11 4 14 6 1 85 100 86 30 39 32 30 31 14 18 11 37
"gene_317" 2 3 0 3 3 7 22 50 8 36 9 43 4 6 19 2 14 7 3 0 9 1 4 9
"gene_318" 317 208 197 142 175 206 364 300 536 448 323 485 407 345 230 148 237 240 342 244 226 192 378 347
"gene_319" 114 202 228 208 143 160 174 181 220 234 282 353 318 223 329 351 188 483 413 436 365 306 405 392
"gene_320" 130 212 198 128 92 132 266 167 394 271 240 302 209 145 167 190 133 123 248 208 100 222 221 220
"gene_321" 40 19 41 16 10 10 104 95 88 69 90 85 44 58 47 39 38 37 61 42 7 35 36 95
"gene_322" 861 945 989 995 939 1147 745 863 547 827 811 737 1317 626 766 769 1423 1342 931 943 896 814 745 881
"gene_323" 4510 2734 2863 2999 3478 2087 3822 3028 3486 3013 3860 4221 2046 2436 2571 2118 2850 2002 2773 2970 2731 2628 1995 2174
"gene_324" 314 530 404 370 446 240 269 180 144 193 259 321 198 256 193 196 302 158 356 223 263 293 278 281
"gene_325" 1301 1953 2001 1279 1650 1369 1262 1049 1203 1199 1804 958 831 1111 935 828 918 802 1990 1894 1819 1657 1944 1922
"gene_326" 13842 9508 10519 10429 9831 11454 10641 6726 10942 10088 17086 11771 10484 10702 9769 10467 10576 14013 12496 12385 13260 9391 13548 12760
"gene_327" 649 602 489 666 537 575 958 882 1136 991 702 1048 743 714 395 910 764 465 504 297 598 330 470 466
"gene_328" 4105 4733 5380 4484 4562 4690 10473 6763 8731 8426 8180 6918 3905 6208 6985 4798 5405 5432 7700 8830 8812 10068 9145 7540
"gene_329" 180 353 187 260 268 286 326 464 264 295 412 365 129 189 128 134 189 152 260 225 287 423 303 469
"gene_330" 48 42 14 15 23 60 2 9 0 1 0 2 0 0 0 0 0 0 50 44 31 33 14 33
"gene_331" 6 11 0 22 6 10 5 2 11 8 10 0 58 15 14 26 18 20 44 36 52 64 21 87
"gene_332" 181 96 89 81 76 69 164 220 147 141 108 177 136 144 139 129 256 268 64 56 59 53 38 27
"gene_333" 487 382 376 262 444 378 713 517 309 400 523 619 490 623 483 533 587 536 275 365 354 370 366 400
"gene_334" 332 466 374 282 549 327 414 588 330 579 539 831 441 477 453 600 247 558 510 446 493 520 494 430
"gene_335" 4518 6871 6072 7715 4703 5844 3972 3276 4203 4462 2882 3316 3032 3288 2884 2904 3576 3016 3331 5786 4549 6292 4633 5264
"gene_336" 106 91 98 85 101 116 26 19 18 12 13 20 44 56 34 61 19 35 93 57 88 71 75 93
"gene_337" 3798 4723 4965 4836 4294 5161 7479 5945 8760 5026 4981 6594 4315 5779 5180 4123 4174 4816 6407 4200 4391 5669 5789 4953
"gene_338" 1534 1435 1575 1261 1483 1153 1417 2104 1505 1966 1994 2083 1588 1744 1690 1975 2334 1685 1325 1538 1520 1740 1300 1237
"gene_339" 6954 6436 5906 5318 6084 6366 6006 8273 6309 7212 6506 6263 7012 8035 6910 7129 7798 6289 7894 7348 6693 7280 7880 7907
"gene_340" 26 100 72 72 28 35 90 165 108 89 34 55 90 102 88 80 48 85 30 24 32 30 11 19
"gene_341" 748 618 817 843 523 577 1048 1369 784 638 617 608 798 1123 827 1109 1024 944 961 975 937 1070 948 831
"gene_342" 2759 4448 5279 6138 5625 6221 5931 6884 6418 6435 7093 7638 5877 6454 6296 7163 5470 5416 5454 6783 6155 4976 5806 7710
"gene_343" 4620 3263 2534 2896 3297 3664 4906 5393 7151 4507 9268 5646 4275 3698 3041 3211 3383 3897 2572 2942 3254 2926 3334 2475
"gene_344" 2278 2017 1977 2036 2004 1794 2823 3019 3068 3315 3308 3203 2022 1787 1893 1968 1800 1785 2507 2639 2387 2924 2555 2376
"gene_345" 349 381 286 201 252 245 122 192 209 196 126 182 72 66 87 76 95 76 190 153 188 203 187 177
"gene_346" 2197 2008 1614 1905 1818 1907 1768 2396 2422 1970 2434 2513 2067 2038 1545 1874 1910 2601 1612 1717 1125 1789 1231 1831
"gene_347" 701 980 423 804 765 903 691 551 682 737 499 577 762 975 959 1060 689 1311 1783 1322 1385 1176 1313 1843
"gene_348" 22 10 5 8 5 6 38 33 54 51 19 12 316 241 266 198 170 238 23 38 13 23 23 29
"gene_349" 885 995 778 679 726 886 835 670 469 553 718 921 1058 825 590 728 587 477 680 1070 881 691 746 1004
"gene_350" 496 212 482 484 522 482 418 646 362 631 594 408 561 637 528 375 398 584 463 578 313 563 507 572
"gene_351" 2904 2849 3233 3409 2957 3007 2403 2467 2355 2598 2361 2267 1922 2354 2154 1752 2094 1834 1698 1849 2286 2072 1666 2231
"gene_352" 273 175 193 191 212 209 389 290 241 208 312 165 115 159 195 190 147 202 273 223 209 293 217 429
"gene_353" 0 4 0 3 7 8 22 16 11 13 24 8 0 0 0 0 0 0 0 0 0 0 0 0
"gene_354" 16 28 21 32 25 13 0 0 0 0 0 0 0 0 0 0 0 0 9 13 28 16 10 4
"gene_355" 2583 2579 2487 2560 3031 2774 2832 3021 2455 2708 2926 2712 2135 2044 2257 1573 2212 2015 2891 3331 2815 3150 2973 3018
"gene_356" 125 147 112 120 122 36 94 101 121 115 111 100 59 33 44 68 69 70 108 191 162 112 138 200
"gene_357" 4399 2756 4440 5247 4798 4182 5070 5117 5488 4264 4483 4319 4806 3946 4790 4682 3778 4902 3714 4875 4775 3930 2965 3753
"gene_358" 4198 4269 4363 4365 4208 4645 4467 3770 4271 3164 4697 5013 4590 2417 3324 3564 3900 3200 3315 4539 3427 4385 3036 3543
"gene_359" 0 0 0 0 0 0 18 13 24 20 13 13 11 8 5 24 6 9 32 16 33 15 23 26
"gene_360" 24 43 25 43 69 47 17 10 8 15 16 12 15 22 14 24 15 14 17 22 14 10 13 13
"gene_361" 173 176 191 84 127 154 248 513 294 216 181 221 109 144 219 222 160 225 163 206 133 134 271 192
"gene_362" 250 475 382 275 474 423 207 211 132 274 381 201 343 435 246 524 392 215 308 473 393 429 374 338
"gene_363" 2694 2603 2582 2854 2810 3257 3676 3427 3053 3221 2946 3139 2636 2674 2369 2437 2677 2131 2757 2748 2594 2777 3026 2744
"gene_364" 55 57 69 75 70 28 9 17 18 7 21 22 51 58 99 52 62 48 3 29 14 16 5 12
"gene_365" 246 199 279 301 265 219 229 311 268 327 296 227 292 249 425 264 308 269 407 417 363 477 345 285
"gene_366" 219 294 398 228 227 266 392 380 642 309 240 246 169 221 430 290 280 451 219 398 552 689 468 478
"gene_367" 3866 4103 3887 4096 4183 3424 2176 2352 2403 2515 2227 2336 3586 3737 3355 3160 4016 2870 2537 2323 2139 2330 2740 1827
"gene_368" 7086 5492 5362 4443 5992 6816 4583 7001 5965 7266 6952 6587 6937 6213 6255 6109 6704 5727 4810 6831 5639 4821 5609 4317
"gene_369" 4247 6556 5158 5120 3848 4019 3578 3999 4096 4608 3801 4495 3565 3679 3638 3863 4002 3011 3755 3961 4148 4236 4096 4220
"gene_370" 176 107 125 126 152 144 119 106 113 246 173 142 117 77 48 85 164 98 95 74 91 84 42 53
"gene_371" 598 866 429 565 577 616 758 720 708 683 751 501 413 450 606 495 734 583 291 370 374 409 379 319
"gene_372" 23 21 22 20 18 26 4 16 4 1 3 2 29 26 20 16 25 29 107 150 75 49 92 75
"gene_373" 506 569 598 568 408 508 449 355 305 393 345 425 463 206 187 137 295 425 379 313 204 188 307 305
"gene_374" 988 1098 1039 663 1078 1254 1091 1327 1326 1140 1351 1600 2161 1908 2448 1484 1957 1757 950 1121 799 1103 868 1353
"gene_375" 9005 12113 12756 8830 9532 9406 12057 11698 13014 14448 14799 13589 8767 11067 9157 12438 11714 14747 7248 7066 9036 9274 10432 7616
"gene_376" 3681 4191 3942 2613 4457 3758 3030 2878 3828 3669 4667 2913 2863 4001 3768 3367 2904 3400 4287 3053 3810 3022 3994 4012
"gene_377" 1 9 0 0 2 3 9 7 2 0 7 2 0 0 0 0 0 0 9 8 6 1 2 3
"gene_378" 0 0 0 0 0 0 0 0 0 0 0 0 3 11 9 20 9 2 1 3 0 1 6 0
"gene_379" 638 977 601 611 497 1142 528 773 701 873 843 817 456 553 768 542 747 1075 732 897 1203 1197 833 718
"gene_380" 627 861 1051 791 948 682 1290 1154 1212 1280 1317 1194 436 452 461 542 504 426 990 1061 759 742 1344 989
"gene_381" 0 0 0 0 0 0 3 0 4 10 0 3 0 0 0 0 0 0 8 6 10 6 5 2
"gene_382" 1326 1324 1172 1502 1362 1366 1258 1592 1492 1304 2043 1484 1095 1093 1238 983 1027 1095 1826 1356 1384 1192 2141 1195
"gene_383" 4367 5334 5517 5262 6015 5821 3307 4072 4487 5190 4185 3868 4084 4375 3335 3813 3321 3619 4489 4184 4129 4460 4082 3679
"gene_384" 447 247 299 348 262 126 82 249 181 210 173 155 362 227 278 280 348 227 254 140 113 179 156 179
"gene_385" 1306 1579 1610 1641 1679 1751 1550 1506 1673 1360 1681 1201 2588 2335 2008 1934 1928 2187 1732 1686 1823 1810 1733 1536
"gene_386" 7758 6657 6696 8092 6887 10245 5228 5005 5603 4919 5793 5338 9068 11411 5782 7538 8143 7787 8755 6404 7089 8567 5046 8211
"gene_387" 1587 1462 1749 1300 1479 2090 1230 1744 1637 948 2733 1690 1857 1899 1827 2114 2299 2778 1021 1281 1314 935 1113 1055
"gene_388" 250 353 337 286 218 295 581 402 531 415 402 496 271 263 218 266 152 102 464 430 506 469 679 421
"gene_389" 4127 3969 4247 3649 4686 4479 6494 6088 5274 5747 5476 5279 6263 7169 6889 5347 6625 5560 8020 6646 5088 7623 5630 6284
"gene_390" 636 576 586 613 575 669 494 987 997 736 864 881 1007 939 760 850 628 713 684 645 744 659 668 650
"gene_391" 2845 2804 2627 2957 2701 3010 2492 2622 2508 2770 2342 2719 1788 1709 1842 1743 1920 2129 2046 2184 2148 2046 2136 2211
"gene_392" 2459 2341 1843 1552 1882 2767 1449 2170 1762 1697 1722 1699 1770 1658 1453 2003 2127 1876 1759 2110 1790 2206 1745 1724
"gene_393" 12 16 47 16 44 5 45 69 70 22 43 42 0 0 0 0 0 0 20 26 7 28 46 33
"gene_394" 291 124 209 211 257 160 140 298 404 182 118 138 575 372 302 531 320 302 136 175 161 199 228 186
"gene_395" 3504 4807 4369 4837 4959 5834 3777 5056 3402 3308 3271 4614 5366 6969 4854 4860 4952 4122 6498 5636 6636 6437 7109 5484
"gene_396" 1128 1094 1123 946 975 919 2979 2729 1993 2708 2119 2762 2494 2170 2277 2044 2008 1999 2631 2609 2423 2822 2378 2662
"gene_397" 521 428 377 508 206 247 496 422 566 457 376 478 178 225 198 161 225 351 847 639 654 574 742 639
"gene_398" 10194 7040 8235 7491 7569 8265 6087 7256 7302 7713 7415 8817 5190 5350 7128 4315 6034 6446 6752 7494 7237 7349 7277 8791
"gene_399" 2580 3119 2633 3076 2715 3307 4612 3518 6337 5830 5916 3580 7677 8795 6954 7572 6871 7284 5184 4972 5201 3330 5975 4027
"gene_400" 839 583 614 1213 643 670 879 720 883 550 991 864 507 534 341 352 550 629 544 580 550 582 456 651
"gene_401" 1166 1231 1282 1289 1492 1043 2168 2328 1984 2321 1848 2406 1071 1313 1477 937 1308 895 1347 1579 1137 1233 1656 1457
"gene_402" 35 54 81 92 111 91 62 104 34 60 34 36 56 94 87 43 61 149 153 101 177 104 133 134
"gene_403" 1770 1134 1523 1686 1756 1325 1713 1511 1850 1767 1456 1578 2099 1984 2159 1690 1802 1731 3006 2642 2773 2484 2549 3133
"gene_404" 2447 2048 2594 1657 1575 3250 1799 3266 2546 2585 1938 2405 2013 3190 2272 2414 1704 2228 1524 1799 1776 1903 1460 1356
"gene_405" 30 17 21 39 21 13 91 133 70 106 35 58 20 53 48 43 24 37 112 69 78 89 99 76
"gene_406" 1287 1385 1366 1330 1398 1269 1556 1155 1506 1121 1101 1258 1698 1742 1231 1617 1608 1419 668 668 899 1179 1180 933
