"V1" "V2" "V11" "V12" "V21" "V22" "V31" "V32"
"596" 333 661 246 357 108 93 132 84
"597" 1068 818 1022 872 256 215 431 451
"598" 4133 4673 3565 4147 464 559 952 628
"599" 13 7 6 4 1 0 1 7
"600" 6938 8218 5159 8794 1215 1297 2471 2187
"601" 469 448 1437 1406 1780 1384 1461 1153
"602" 112 90 227 347 238 319 502 389
"603" 430 588 1279 1504 1342 1456 1025 1405
"604" 5270 4320 13120 14306 14983 11827 15354 13692
"605" 2196 1982 7111 6180 5677 5459 5592 6565
"606" 15511 17789 47857 55732 56792 61066 66228 62258
"607" 4335 5010 16919 15303 13500 13739 14596 16442
"608" 458 409 1698 1622 1973 1983 2210 1928
"609" 4936 4433 11126 17309 17146 12932 9710 15766
"610" 1583 1875 4925 4646 4206 4615 5691 4768
"611" 4810 4217 17281 16154 13083 18265 15864 14296
"612" 57 69 155 221 248 113 239 166
"613" 19 36 113 90 80 89 114 93
"614" 781 780 2608 2673 2724 3283 3087 2735
"615" 741 618 1618 2091 2130 1687 1907 1976
"616" 521 666 1858 1881 1600 2039 2019 1687
"617" 2318 2567 7273 9095 7751 9290 7575 9665
"618" 479 413 1236 1160 1057 922 990 1604
"619" 28 19 50 14 12 13 25 30
"620" 63 56 125 143 132 126 128 93
"621" 10 14 8 11 18 35 24 22
"622" 1417 1116 3743 3681 6139 4540 5284 4094
"623" 7968 8792 19502 20201 21962 24879 23839 20386
"624" 2802 2675 8028 6647 7472 8231 8990 6526
"625" 998 1165 3286 2859 2948 3086 2262 3203
"626" 40 14 23 26 60 24 15 76
"627" 1022 1220 3510 3017 4293 3091 3867 3255
"628" 264 293 767 815 570 773 709 871
"629" 5191 4574 13742 15329 16049 14163 11211 17166
"630" 62 95 174 167 232 155 257 220
"631" 11 5 7 12 24 12 7 24
"632" 1605 1452 4516 4164 4369 4184 4182 4591
"633" 9007 7297 24834 27557 25574 26357 19842 34170
"634" 160 108 289 380 306 473 327 285
"635" 17 17 116 30 45 33 45 28
"636" 380 453 1350 1291 1329 1604 1238 1491
"637" 609 483 1622 1879 1669 1506 1723 1583
"638" 34391 47087 70966 63119 92473 99973 105046 102169
"639" 1 16 23 9 63 14 6 14
"640" 3053 2985 7047 7563 7938 8677 7903 6269
"641" 399 520 1862 1292 1319 1378 1171 1586
"642" 552 413 1224 958 954 1040 1003 1041
"643" 1262 1212 4866 4011 4694 4490 3884 4215
"644" 3786 1846 6827 7073 6988 6471 6147 6518
"645" 2154 1753 6317 5262 5436 5909 5741 5074
"646" 2402 3209 8777 8889 9008 8972 10053 8843
"647" 13201 12699 22442 25801 26665 35506 27746 39331
"648" 81 62 316 182 232 146 125 420
"649" 1097 982 3044 3593 3037 3905 3188 2503
"650" 153 155 397 656 667 616 414 543
"651" 149 194 380 288 1582 1650 1395 1192
"652" 31 24 18 35 174 147 158 144
"653" 4 8 58 44 150 96 68 46
"654" 1994 1955 3455 3094 8304 9158 10416 9628
"655" 1840 2954 5653 5414 14021 14689 14499 13543
"656" 156 93 158 124 716 438 259 453
"657" 1612 2020 4153 4012 13583 13708 13696 8521
"658" 439 328 1486 1287 3839 3518 3718 4125
"659" 0 3 10 6 46 37 57 70
"660" 643 645 1343 1165 3850 4436 4207 4731
"661" 2604 4685 6410 6450 20493 18201 23858 21172
"662" 720 822 2558 2625 5214 6058 6056 6210
"663" 465 464 885 971 3638 3636 3700 3464
"664" 599 577 850 808 2537 2453 2823 2416
"665" 1363 1343 2712 3588 9199 8758 9426 7720
"666" 67 132 335 289 703 664 557 963
"667" 12364 11174 29276 25125 95832 90449 83985 99761
"668" 5 12 7 20 26 48 53 46
"669" 198 194 649 723 1406 1697 1051 1705
"670" 915 1051 1965 1230 5661 4753 6970 5729
"671" 12546 9930 16646 25863 59094 60218 69829 58845
"672" 46 73 180 218 348 337 439 410
"673" 14614 17534 32522 24586 73601 74735 96954 86746
"674" 958 994 2142 2469 8013 5978 8772 9750
"675" 47 150 163 93 365 379 374 282
"676" 1706 1738 2343 2990 9874 8394 8835 8056
"677" 274 532 919 856 3073 2745 3422 3395
"678" 30 27 98 191 290 421 206 417
"679" 69 57 78 102 490 428 598 513
"680" 2121 2338 4138 4697 13193 9072 9628 14061
"681" 1610 1537 3950 4075 11067 9077 12559 11191
"682" 64 125 257 389 897 717 691 1015
"683" 15 1 19 9 58 56 95 72
"684" 39 29 161 79 384 384 355 547
"685" 100 89 110 104 295 359 306 283
"686" 318 193 773 532 2272 2315 2908 2108
"687" 1775 2697 4482 4772 14930 19028 14219 12246
"688" 6461 6770 10856 15526 37203 32623 29775 36082
"689" 4327 3649 5985 6394 22047 20390 20604 20489
"690" 64 43 89 41 221 369 474 278
"691" 881 867 1755 2532 4118 5949 4843 4085
"692" 380 317 807 909 2857 2886 2440 2241
"693" 4466 5092 12457 11247 37653 36636 39670 39321
"694" 4465 4121 10058 8814 30717 27597 31050 29149
"695" 0 0 9 2 48 31 49 22
"696" 1566 1418 2637 3390 9201 8279 10418 9738
"697" 205 235 239 386 1177 1198 1402 1041
"698" 1933 2207 6023 5587 16711 16094 16746 18967
"699" 262 168 317 203 423 399 760 544
"700" 86 67 155 139 379 331 463 358
"701" 501 626 187 122 187 226 136 61
"702" 289 276 88 82 91 119 107 55
"703" 741 980 233 276 143 287 203 303
"704" 384 272 127 186 169 242 99 96
"705" 9 4 5 1 8 1 2 2
"706" 2559 2717 1257 838 1046 887 1077 771
"707" 179 175 32 29 32 16 70 68
"708" 368 336 103 93 56 92 46 136
"709" 178 168 17 70 125 46 60 86
"710" 465 465 216 200 173 188 153 189
"711" 217 286 71 103 111 214 111 76
"712" 1070 915 417 390 280 315 291 407
"713" 16 37 14 19 1 8 7 17
"714" 1394 1198 338 429 387 427 690 300
"715" 80 33 22 10 20 8 31 18
"716" 222 180 94 43 40 84 25 64
"717" 657 908 204 279 361 316 149 243
"718" 987 943 277 393 301 366 465 238
"719" 50 72 26 24 9 34 27 28
"720" 3 0 0 0 0 0 0 0
"721" 50 40 29 36 20 33 25 33
"722" 47 38 16 6 19 29 8 11
"723" 2916 2871 1000 793 846 1082 1094 954
"724" 14947 16380 4593 5215 4694 5928 5735 4485
"725" 197 288 74 76 102 86 150 49
"726" 185 213 112 86 68 76 107 57
"727" 137 221 26 53 27 85 32 39
"728" 2 4 0 0 0 0 0 0
"729" 74 193 14 24 89 98 44 23
"730" 423 592 146 119 230 97 234 89
"731" 132 81 33 17 68 25 28 40
"732" 939 665 224 234 241 265 250 222
"733" 412 752 139 125 162 164 219 251
"734" 1710 3596 741 1032 965 933 965 992
"735" 1998 1554 482 370 580 417 547 508
"736" 1729 1575 836 749 840 558 872 629
"737" 13 22 7 7 0 4 3 7
"738" 83 59 12 24 50 45 23 33
"739" 116 137 37 54 44 64 103 57
"740" 3 4 0 0 0 0 2 0
"741" 636 740 197 240 179 271 172 125
"742" 676 612 220 213 228 315 284 184
"743" 120 72 30 34 38 23 39 26
"744" 16 40 8 17 11 6 20 4
"745" 583 635 183 150 140 237 240 296
"746" 21 20 14 16 3 1 4 7
"747" 479 614 131 171 225 191 164 201
"748" 194 248 89 80 88 89 50 71
"749" 39 30 20 24 45 6 8 6
"750" 350 371 34 119 119 95 138 102
"751" 474 406 177 252 54 37 57 36
"752" 882 911 662 543 271 236 243 211
"753" 2955 2847 929 955 269 233 404 303
"754" 1352 1193 544 649 96 207 216 185
"755" 11 1 2 1 0 0 3 1
"756" 1673 1860 593 603 137 151 179 182
"757" 4049 3975 1623 1880 542 598 649 505
"758" 562 602 523 616 238 128 133 173
"759" 9 4 0 0 0 0 0 0
"760" 534 441 335 365 119 151 110 61
"761" 1632 1957 1944 1438 351 380 373 440
"762" 2958 4085 1851 1901 657 611 528 723
"763" 501 492 342 235 123 108 52 85
"764" 805 688 311 189 51 66 114 86
"765" 100 95 57 61 20 23 15 15
"766" 1664 1912 1037 930 319 326 246 304
"767" 25 32 0 0 0 0 2 4
"768" 1626 1754 938 1051 324 360 466 218
"769" 200 217 120 99 22 26 60 51
"770" 993 927 400 429 82 188 108 137
"771" 113 110 70 50 16 39 16 9
"772" 6926 5068 2909 2181 828 651 1319 848
"773" 1376 1249 188 487 140 221 213 77
"774" 118 202 89 56 60 20 18 72
"775" 2046 2906 1305 1307 483 633 235 350
"776" 4197 4122 2529 2575 884 830 1021 727
"777" 66 41 42 28 8 23 9 9
"778" 796 851 291 417 156 127 120 107
"779" 1 1 6 7 3 0 1 9
"780" 0 0 15 16 0 4 4 12
"781" 213 143 260 186 89 39 40 57
"782" 288 241 115 112 20 49 24 36
"783" 180 213 33 120 12 51 21 20
"784" 3160 3827 1578 1631 404 542 427 471
"785" 755 934 243 450 118 133 144 137
"786" 560 528 353 261 69 83 70 53
"787" 26 5 78 46 22 21 7 58
"788" 2345 2222 1021 1119 324 320 219 384
"789" 70 47 34 49 16 8 2 12
"790" 700 720 467 450 154 118 253 123
"791" 3166 4610 1717 1636 741 599 775 587
"792" 781 1134 242 258 38 41 98 53
"793" 108 99 25 23 8 6 14 14
"794" 12498 16744 6616 8964 3003 2399 1959 2256
"795" 1048 986 459 382 170 112 144 91
"796" 958 727 505 476 205 151 195 134
"797" 147 114 49 34 26 21 30 22
"798" 321 230 198 82 61 52 42 98
"799" 481 458 228 177 79 54 95 27
"800" 2999 3247 1911 1801 386 449 360 392
"801" 158 91 3013 3146 2918 2847 3067 2530
"802" 25 32 214 343 265 411 681 292
"803" 123 111 1351 1630 1672 1685 1634 1537
"804" 557 864 4653 5648 5775 5197 4735 4431
"805" 10 37 692 639 605 226 577 625
"806" 4711 4808 26074 30298 26215 28031 33468 36037
"807" 2349 2040 11445 16111 14254 12707 15937 10121
"808" 545 452 3812 3619 3248 3870 3651 3648
"809" 169 121 493 307 318 349 315 401
"810" 2320 2665 22735 17316 19391 19538 17214 19450
"811" 499 647 1921 2465 2404 1822 1418 1785
"812" 71 64 478 630 734 598 513 947
"813" 40 70 495 281 426 423 217 259
"814" 18 28 98 33 132 88 76 55
"815" 0 0 21 33 32 55 14 32
"816" 1087 547 2752 2946 3126 2703 3528 2945
"817" 0 0 6 8 24 4 5 7
"818" 853 937 3553 4702 6352 4555 7511 6494
"819" 70 97 662 593 662 667 528 563
"820" 420 418 2871 2085 3018 3030 2906 1835
"821" 598 331 2772 2486 2309 2248 2365 2036
"822" 1374 1255 7354 6049 6765 7331 6165 8805
"823" 2559 2505 14004 11536 13617 14312 13940 12706
"824" 1229 1435 8502 7685 7838 6518 7601 6750
"825" 22 16 305 151 131 172 206 227
"826" 615 531 4605 5796 4733 5968 6169 4347
"827" 194 216 1513 1419 1483 1423 1506 1640
"828" 6893 7489 30367 29645 34786 38289 32352 32875
"829" 75 77 900 630 668 815 806 549
"830" 498 417 1693 1850 1608 1518 2032 1551
"831" 6234 7981 43690 38088 42050 40715 29492 45035
"832" 1279 1608 8775 9685 7317 9621 8558 8816
"833" 139 228 1152 1054 1005 1133 1270 1038
"834" 8495 8345 63639 69962 75724 77572 73134 75425
"835" 461 468 5152 5255 4439 4224 4354 4341
"836" 3966 3310 28446 28782 22502 27901 24418 21343
"837" 102 75 1727 1972 1855 2185 1841 1659
"838" 89 188 2006 2340 2613 2298 2214 2334
"839" 608 716 3211 4286 3904 3181 3760 4117
"840" 165 192 1786 1328 1466 1554 1600 1591
"841" 0 0 80 64 43 86 79 34
"842" 1313 1865 9723 6830 7823 9289 8314 8262
"843" 5196 5924 21543 17498 18420 19380 21002 16992
"844" 80 209 953 1205 763 642 963 1030
"845" 688 560 3303 2939 4120 3178 2371 3018
"846" 1393 1218 10425 10383 9559 10645 11459 10734
"847" 1077 1238 4621 5216 5586 5486 4603 4416
"848" 2578 2816 15520 18112 12393 15475 14843 16730
"849" 934 1233 10901 8625 8667 11446 7724 9684
"850" 1179 771 5478 4414 5384 4910 4982 5626
"851" 378 607 109 169 97 115 221 174
"852" 3287 3687 340 467 474 321 443 345
"853" 142 85 53 15 25 18 37 16
"854" 6535 10845 1296 1580 1348 1160 1354 1129
"855" 1883 1583 382 185 284 290 153 202
"856" 1427 1282 233 203 136 244 194 125
"857" 1037 1401 77 112 91 69 141 98
"858" 5 10 8 2 4 6 9 1
"859" 1424 1454 159 188 141 193 222 218
"860" 4557 4574 287 719 494 471 438 515
"861" 97 79 4 3 25 4 3 3
"862" 433 274 98 268 67 166 147 62
"863" 190 242 22 56 26 42 33 54
"864" 164 240 6 18 24 24 25 48
"865" 681 1053 101 139 94 141 80 160
"866" 104 199 78 52 39 24 24 61
"867" 4 15 0 2 14 2 26 13
"868" 39 39 4 2 1 4 0 6
"869" 4307 3573 677 798 595 741 807 498
"870" 409 309 57 32 35 50 90 69
"871" 7735 6138 1067 935 1836 1109 1048 974
"872" 4 4 0 4 0 0 2 4
"873" 13 10 0 16 4 9 1 2
"874" 3117 4214 564 506 460 568 644 525
"875" 3448 3331 776 523 594 739 490 594
"876" 2699 2926 352 458 546 504 443 483
"877" 8446 11260 1359 1198 1485 1072 1257 1041
"878" 841 824 136 209 96 243 168 228
"879" 2945 2693 472 382 525 413 365 380
"880" 836 811 98 149 83 125 89 104
"881" 3102 3059 431 594 476 833 552 471
"882" 5035 5691 1007 673 945 1029 644 1104
"883" 64 80 24 5 10 10 5 12
"884" 1320 1319 192 282 311 179 270 249
"885" 288 238 39 82 28 59 55 19
"886" 207 394 62 45 34 34 29 18
"887" 176 221 41 63 28 46 43 38
"888" 1706 1990 227 258 321 169 190 202
"889" 128 89 58 20 47 55 21 46
"890" 684 581 36 71 56 29 52 85
"891" 1239 1296 257 189 163 137 236 120
"892" 9324 9736 1601 1605 1142 1234 2012 1696
"893" 7109 6247 1230 1338 1257 1295 1356 1203
"894" 352 188 194 96 86 82 73 117
"895" 0 0 2 0 2 1 3 1
"896" 331 396 34 52 102 61 47 16
"897" 12 72 8 17 27 11 12 14
"898" 890 683 213 361 271 185 116 98
"899" 202 186 29 12 32 25 22 21
"900" 6047 6815 1157 1061 1188 955 770 1278
"901" 146 440 709 1007 1476 1855 2836 2569
"902" 7808 6055 16308 17186 31675 36454 49241 53191
"903" 23 33 65 11 64 118 145 118
"904" 80 58 95 154 393 177 422 289
"905" 364 439 942 1122 1874 2264 3343 3051
"906" 1188 1006 1940 1843 5236 4848 5032 5373
"907" 4111 3922 6830 4421 12210 14399 20771 21696
"908" 829 962 2246 2198 5254 2910 4821 8244
"909" 7511 5147 11937 7674 27368 23830 31684 32895
"910" 174 195 455 998 1149 819 1563 1388
"911" 0 0 2 6 14 2 10 11
"912" 968 779 1946 1765 3518 2599 4182 4150
"913" 65 52 98 86 175 186 177 275
"914" 3628 3236 6395 5896 13778 16423 19433 25359
"915" 3385 2674 5578 5507 9129 9200 14917 16997
"916" 2208 2016 3044 3137 5100 5811 9541 11876
"917" 483 487 1868 1296 3134 3495 5465 3887
"918" 1293 1229 3071 3190 5646 4450 9880 8978
"919" 5337 6045 14036 15357 32418 39659 38418 30473
"920" 866 855 2092 1841 5049 2941 5155 4408
"921" 1683 1891 3547 3418 8340 10403 9819 8748
"922" 845 695 1691 1364 3442 2576 4358 4344
"923" 55 74 70 108 364 215 419 328
"924" 242 229 503 363 733 925 1527 1654
"925" 1093 801 1845 2257 3375 3740 4979 4781
"926" 5156 5778 11126 9959 19627 25264 29575 36482
"927" 676 693 1512 1398 3034 2749 4194 3944
"928" 1926 1914 3191 4283 8242 8640 13972 8957
"929" 735 851 2068 2269 2782 3711 5092 3922
"930" 1987 2913 6257 4328 7789 11090 17726 14198
"931" 1488 1293 3702 3837 6805 6935 12061 10355
"932" 7317 6153 16113 17580 36233 29148 27968 45091
"933" 858 1364 2062 1879 4056 3280 5477 3838
"934" 93 141 231 203 362 425 955 755
"935" 376 531 940 1042 2437 3284 3246 4238
"936" 15344 16952 30177 31207 63628 65640 99466 110792
"937" 8725 8317 14472 16274 38353 38985 54950 56829
"938" 6474 5070 6684 7647 13285 11321 19581 19096
"939" 2468 2336 6210 4726 9449 9256 17303 16572
"940" 15 20 59 86 154 134 350 286
"941" 294 374 1365 1307 2607 2040 4096 2946
"942" 245 272 716 532 961 1158 1486 1685
"943" 2602 2547 3745 5404 8991 9132 11972 14708
"944" 124 126 84 156 306 217 407 246
"945" 734 554 1159 1517 2949 3006 4340 4394
"946" 741 698 1080 1166 2375 1996 3984 3734
"947" 68 55 106 79 202 207 194 371
"948" 11698 12411 32359 28679 54943 61326 97084 76057
"949" 133 219 520 483 883 1210 1809 890
"950" 963 577 2120 2245 4340 4037 6496 5829
"951" 0 0 3 9 14 20 21 16
"952" 424 481 973 1002 2057 2017 1960 1762
"953" 849 1005 1622 3036 4272 3754 6757 4686
"954" 204 203 687 767 772 1281 1507 952
"955" 3443 5751 10144 8380 19171 14805 24927 20498
"956" 13 34 56 67 103 100 247 137
"957" 1069 1025 2927 2131 4328 3571 6488 5945
"958" 144 196 638 505 927 1158 1387 1318
"959" 312 249 545 696 1170 935 1117 1252
"960" 1144 1470 2661 2637 4383 4345 4597 6399
"961" 465 534 757 897 1208 1114 1885 1354
"962" 1292 1525 2495 2702 5567 3310 5538 3517
"963" 3260 2865 6174 6422 14730 13098 11241 12332
"964" 375 570 968 1069 1795 2152 2383 1711
"965" 461 583 904 1038 1957 1689 2929 3191
"966" 12 4 49 63 43 38 28 76
"967" 1286 863 2083 2386 3992 3171 4865 4963
"968" 1241 1648 2110 1926 3214 3258 5327 5521
"969" 471 588 608 717 1090 1072 1350 1197
"970" 5703 6767 14882 14985 17154 23128 43182 26141
"971" 135 60 109 77 193 214 251 195
"972" 33 73 159 132 141 131 138 107
"973" 7 1 10 30 32 17 106 71
"974" 67 120 548 651 940 721 1436 1105
"975" 555 719 1760 1803 2539 3032 3236 5578
"976" 412 643 1483 1936 3202 2768 3105 4194
"977" 475 474 878 730 1729 1856 1128 2112
"978" 292 98 895 671 1055 1333 2292 2190
"979" 4512 4983 8812 8682 13833 9414 19806 21522
"980" 4834 3193 4691 4297 7891 7460 12128 10535
"981" 628 702 1687 2079 2931 3133 3028 4051
"982" 943 975 1444 1453 2524 2406 2980 2991
"983" 2013 1740 2966 3253 4585 4670 5992 5892
"984" 608 924 1783 1547 3734 2488 3899 3011
"985" 210 148 234 552 1372 825 1170 1245
"986" 215 226 241 163 434 318 707 460
"987" 107 154 252 186 297 252 505 400
"988" 24 8 12 20 39 32 81 88
"989" 54 65 138 105 364 490 295 463
"990" 376 485 1055 927 1707 1760 2493 2058
"991" 71 47 40 57 133 151 309 224
"992" 2017 2531 4502 5435 8991 8378 13538 13288
"993" 1238 1285 3082 3122 5956 4730 9279 6862
"994" 394 727 1509 1159 1636 1471 2036 1964
"995" 1814 1843 5102 5356 17160 11502 14308 15683
"996" 4438 4773 6782 5750 10656 10288 13359 12737
"997" 36 42 28 52 45 47 58 82
"998" 407 303 1012 722 1792 1588 2099 2003
"999" 120 58 52 290 191 172 206 325
"1000" 71 23 108 67 167 254 254 245
"1001" 901 863 618 383 287 208 206 197
"1002" 7688 9123 4389 3100 1771 1824 1330 1183
"1003" 4574 4243 2539 2416 937 1499 744 768
"1004" 150 116 82 87 43 48 6 8
"1005" 164 125 93 68 40 27 39 33
"1006" 0 6 7 5 6 11 1 4
"1007" 402 388 57 94 91 34 55 48
"1008" 811 1178 372 467 261 204 222 177
"1009" 1418 1784 823 906 379 305 188 199
"1010" 0 0 0 1 5 1 0 2
"1011" 1667 2353 1475 1219 604 514 276 378
"1012" 248 290 212 178 66 60 46 22
"1013" 110 107 8 23 9 4 4 4
"1014" 3341 4152 1762 1553 1044 826 727 703
"1015" 5106 4575 1989 2170 1192 1257 794 558
"1016" 5455 4756 3395 2428 1016 1188 979 691
"1017" 300 376 76 98 60 74 16 23
"1018" 1575 1390 1095 479 293 216 295 235
"1019" 97 139 28 38 16 26 9 11
"1020" 6733 7065 2525 2676 1532 1415 979 1179
"1021" 555 422 194 222 123 123 108 111
"1022" 3801 3419 2761 2225 1235 1268 682 661
"1023" 1346 1534 458 451 375 237 141 190
"1024" 2952 3273 1796 1895 931 802 682 458
"1025" 170 200 132 122 82 59 83 69
"1026" 91 64 38 27 18 15 12 11
"1027" 3263 2428 1309 1160 534 289 399 440
"1028" 413 189 257 264 185 133 93 104
"1029" 427 273 118 90 47 107 40 47
"1030" 220 289 184 309 127 115 89 63
"1031" 1446 1431 1029 959 291 617 292 241
"1032" 1942 2076 1109 867 487 387 453 322
"1033" 829 987 711 584 233 129 129 127
"1034" 2040 2039 1558 1385 736 722 657 389
"1035" 1059 1397 577 538 223 404 146 164
"1036" 3614 3889 1388 1399 594 388 429 502
"1037" 648 510 127 221 89 79 49 65
"1038" 4010 3402 1764 1755 612 577 322 603
"1039" 9 5 3 22 2 2 2 8
"1040" 128 79 39 17 34 30 4 4
"1041" 1046 583 533 446 118 376 160 176
"1042" 1171 1150 644 536 317 290 222 110
"1043" 605 651 285 352 123 158 91 105
"1044" 173 209 112 50 45 32 42 24
"1045" 57 94 25 59 18 8 7 10
"1046" 5449 6231 3994 3290 1678 1702 1016 1372
"1047" 833 678 477 534 185 194 87 119
"1048" 8613 9565 4869 4530 2075 2475 1439 1427
"1049" 198 121 94 76 31 47 10 5
"1050" 211 108 113 37 50 22 68 24
"1051" 3445 3596 1525 1661 986 661 686 807
"1052" 3575 3082 2336 2365 1459 999 801 1212
"1053" 278 196 157 94 23 68 30 56
"1054" 3320 3254 1166 1209 635 645 468 578
"1055" 110 146 56 49 19 33 18 31
"1056" 109 21 13 31 55 2 11 14
"1057" 2843 2929 1678 1497 863 747 745 747
"1058" 172 192 41 59 32 13 22 57
"1059" 1170 1333 477 567 222 245 144 191
"1060" 1307 1360 841 639 332 236 244 394
"1061" 652 759 271 264 172 140 167 106
"1062" 15 13 13 6 3 7 11 5
"1063" 28 49 46 54 36 12 16 23
"1064" 3616 4076 1481 1062 994 1331 751 838
"1065" 71 82 46 22 30 15 34 6
"1066" 84 137 85 130 107 125 27 28
"1067" 909 865 541 551 171 273 152 254
"1068" 4882 5347 3105 1731 1093 1252 1032 678
"1069" 0 3 0 0 3 1 0 0
"1070" 4921 3236 1931 1945 1023 1033 622 728
"1071" 177 182 186 99 116 83 34 79
"1072" 51 58 13 27 8 13 7 8
"1073" 3105 3060 1636 1246 860 828 610 844
"1074" 0 0 0 0 0 0 0 0
"1075" 0 0 0 0 0 0 0 0
"1076" 1107 1632 438 456 219 206 173 207
"1077" 11 22 4 10 9 1 2 3
"1078" 320 665 70 47 48 39 26 50
"1079" 915 790 300 284 196 147 183 149
"1080" 360 277 302 205 68 194 177 58
"1081" 10 25 8 19 5 2 0 3
"1082" 2974 2973 1213 949 791 661 472 403
"1083" 200 217 151 150 81 34 63 35
"1084" 989 1297 823 1235 598 383 339 346
"1085" 5001 5623 2637 2540 1514 1069 1116 1337
"1086" 242 182 135 115 53 106 61 63
"1087" 31 9 16 15 2 2 4 6
"1088" 87 68 9 39 13 11 14 16
"1089" 127 196 48 29 40 10 12 47
"1090" 2158 2245 1820 1885 619 1845 941 814
"1091" 816 630 1216 1384 710 634 469 610
"1092" 1386 1157 692 788 354 602 393 387
"1093" 857 815 379 230 233 307 183 71
"1094" 649 547 344 307 146 176 79 98
"1095" 384 428 184 247 60 161 111 110
"1096" 503 710 204 325 126 289 151 174
"1097" 350 568 184 129 173 140 112 58
"1098" 527 419 180 133 46 69 84 71
"1099" 11 0 1 4 0 3 5 3
"1100" 2251 2579 1114 1195 666 713 672 388
"1101" 705 615 2358 3711 1781 1907 771 926
"1102" 825 550 3181 3647 2004 1739 680 971
"1103" 6530 4811 38318 29257 16565 14264 7616 5755
"1104" 6 2 39 61 27 25 14 10
"1105" 24 30 438 387 129 289 47 62
"1106" 2951 2159 11957 12932 6679 6278 3436 2934
"1107" 77 57 737 548 230 299 105 103
"1108" 41 49 1017 1375 689 500 298 288
"1109" 726 857 5650 5313 1971 2391 906 1079
"1110" 1087 705 5962 6170 3082 2072 1149 1178
"1111" 3927 2887 25208 24781 9367 10645 5009 4153
"1112" 453 518 2044 2027 966 1477 449 431
"1113" 1239 1612 3886 5359 3162 2522 929 1064
"1114" 1780 1169 8232 7463 3203 4146 1461 1836
"1115" 28 25 443 223 114 110 86 50
"1116" 2008 1772 14020 14766 5649 6801 2198 2372
"1117" 38 28 413 211 125 167 98 57
"1118" 675 624 2924 3334 1675 1329 626 514
"1119" 0 0 106 87 54 32 19 4
"1120" 1104 1227 8813 11621 7666 4254 2135 1719
"1121" 1435 1295 5774 7233 2554 3291 1097 1574
"1122" 450 491 3314 4055 1686 1656 799 857
"1123" 44 54 465 355 131 148 69 120
"1124" 436 456 2851 3496 2147 2008 722 569
"1125" 68 50 307 194 135 68 81 29
"1126" 256 307 2340 2159 1246 1104 406 423
"1127" 23 106 295 284 156 187 57 54
"1128" 288 198 1614 1336 741 579 233 356
"1129" 83 55 476 405 424 273 125 107
"1130" 774 652 4106 4544 1716 2244 501 951
"1131" 1121 1176 7583 11789 3828 3646 2069 1522
"1132" 75 113 295 299 195 98 50 33
"1133" 560 541 2185 3305 1681 1485 527 537
"1134" 378 233 1396 2402 844 604 232 506
"1135" 12063 11729 80907 78265 19949 30761 17264 10609
"1136" 0 0 129 170 92 87 43 21
"1137" 232 193 1003 1452 640 507 196 277
"1138" 159 222 843 500 364 299 139 154
"1139" 4089 4551 26541 24492 14415 12707 4757 5734
"1140" 1394 1344 7915 9059 4748 3972 1816 1682
"1141" 198 159 925 1067 555 670 237 244
"1142" 136 92 374 416 184 229 62 30
"1143" 5960 5516 31650 36030 19045 13656 6259 6262
"1144" 224 301 1093 821 608 477 237 184
"1145" 239 373 1393 1861 909 682 257 373
"1146" 26 71 337 352 136 172 34 55
"1147" 236 181 1133 1336 538 540 287 150
"1148" 457 414 4878 3252 1774 2396 848 703
