"TP1_1" "TP1_2" "TP1_3" "TP1_4" "TP1_5" "TP2_1" "TP2_2" "TP2_3" "TP2_4" "TP2_5" "TP3_1" "TP3_2" "TP3_3" "TP3_4" "TP3_5" "TP4_1" "TP4_2" "TP4_3" "TP4_4" "TP4_5"
"gene_248" 5 1 7 1 20 0 7 5 3 1 4 4 10 0 4 0 0 0 0 0
"gene_249" 514 472 710 441 519 795 1676 1276 1125 1052 1210 1030 1241 1354 1093 1044 1343 1249 1114 974
"gene_250" 3751 3514 3466 3425 4354 2599 2565 2699 2619 2563 2647 1958 3551 3022 2920 2362 2805 2581 3156 2753
"gene_251" 25 26 25 34 25 44 111 34 77 34 47 38 57 51 78 41 97 22 27 72
"gene_252" 6063 4930 7852 5274 5181 5475 3516 4355 6036 3999 7399 5357 5841 4692 5384 5695 5179 5643 4985 5216
"gene_253" 42 64 40 25 22 108 65 124 112 124 119 177 74 115 227 134 141 123 102 60
"gene_254" 6062 4959 6167 6964 6715 3121 3321 2996 2956 2988 3724 5880 3512 3650 4107 6329 5449 6050 4641 5346
"gene_255" 3056 2623 2372 2275 2454 2326 2869 3467 3920 3365 1694 1899 1819 1964 1967 2656 2576 2845 2872 2476
"gene_256" 1219 1197 1287 1112 1204 1172 1542 1230 1423 1605 1692 1939 2231 1998 2425 841 1260 1209 1032 1240
"gene_257" 1154 1163 1040 1085 1022 1313 1357 1397 1342 1306 1422 1311 1722 1988 2055 432 610 516 741 469
"gene_258" 1823 1786 1981 1701 1921 1555 1855 1693 1656 1459 1167 1280 1143 1359 1405 1234 1061 892 1455 1024
"gene_259" 1269 1251 1367 1818 1448 1515 1262 998 1126 1312 792 713 686 533 798 1898 1397 1533 1516 1039
"gene_260" 6088 5804 6342 5950 6134 4679 4915 5680 5683 5456 3996 5251 7074 5120 4449 5028 4751 4359 4713 4290
"gene_261" 330 270 369 307 381 507 699 731 434 441 397 649 379 502 494 552 441 739 621 656
"gene_262" 25 26 2 16 35 50 124 147 41 88 52 78 36 39 35 56 57 42 27 36
"gene_263" 1861 1897 1880 1689 2178 1221 1180 1187 1074 1332 1433 1374 1509 1403 1202 1431 1540 1415 1186 1435
"gene_264" 188 176 175 124 233 225 177 183 166 323 156 227 79 107 186 188 186 139 216 156
"gene_265" 1644 1916 1945 1734 2179 1328 914 1179 1280 1008 1413 1709 1965 1777 2244 975 1104 831 895 723
"gene_266" 86 58 32 64 49 15 4 16 36 4 2 8 2 0 6 6 21 14 5 26
"gene_267" 7110 5439 7813 6018 5460 3942 3903 4061 4686 5588 4662 5767 5774 4798 6756 6319 6152 4422 4380 5022
"gene_268" 741 756 577 551 514 432 472 595 538 944 755 793 781 802 996 675 570 1277 812 777
"gene_269" 2513 3290 2428 2092 2993 3272 3947 3941 3983 3227 2854 3916 4383 4789 4738 2895 4117 4177 4009 3880
"gene_270" 760 514 494 627 479 195 363 413 458 265 677 449 658 692 550 665 637 761 712 840
"gene_271" 1267 1626 1664 1611 1318 1058 1277 1376 1697 916 1124 1163 1053 1319 956 1833 2154 1910 1630 1376
"gene_272" 7 3 7 4 13 10 7 40 26 18 0 0 0 0 0 0 14 6 1 2
"gene_273" 6666 6488 8618 8187 7507 7323 6935 6847 7221 6665 7067 6168 8459 7562 6318 5328 6612 7207 5989 5808
"gene_274" 9080 12678 10589 11906 14386 11248 12524 10977 10619 11516 9907 7900 7392 8051 9077 8001 6560 4343 5040 5872
"gene_275" 0 0 0 0 0 48 49 44 43 52 5 29 13 8 4 4 21 5 6 2
"gene_276" 458 506 599 524 376 179 220 294 225 204 486 489 448 401 651 320 320 378 392 346
"gene_277" 113 270 264 218 217 449 334 444 179 233 99 79 69 134 101 206 247 152 203 213
"gene_278" 172 147 131 231 441 856 652 354 1110 1222 451 348 402 337 591 616 356 502 427 611
"gene_279" 1975 1514 1638 1412 1548 1599 1809 1522 1906 2268 1278 1489 1453 1779 1217 2248 2029 2341 2031 2068
"gene_280" 1952 2321 1465 1514 2185 2275 2483 2506 2592 1828 2444 1833 1696 2041 2062 2315 1667 2332 2689 2721
"gene_281" 34 39 30 28 54 199 189 199 327 242 116 130 74 94 45 36 52 64 47 22
"gene_282" 16 4 7 8 12 9 13 9 14 26 100 122 91 197 126 6 1 0 4 3
"gene_283" 140 86 73 109 92 254 147 231 127 295 159 106 107 80 72 211 223 260 156 226
"gene_284" 1668 1276 1466 1395 1275 896 884 1338 736 1002 842 773 666 679 676 1377 1497 1294 1141 2061
"gene_285" 1498 1362 1476 1537 1720 1032 1177 1394 1057 1499 1645 1745 1702 1653 1729 1168 1263 1069 868 918
"gene_286" 566 401 526 541 620 575 710 404 585 415 885 654 486 378 730 211 531 381 388 321
"gene_287" 200 321 212 232 204 180 292 136 176 233 34 52 36 12 42 296 362 340 495 309
"gene_288" 32 32 24 9 13 10 6 6 8 14 62 60 68 88 72 8 7 8 2 8
"gene_289" 189 188 210 260 171 88 59 97 74 133 142 207 295 152 307 250 159 132 197 232
"gene_290" 2611 2860 3017 3043 2170 2859 3046 2924 2913 2804 2438 3411 2914 2985 2938 3595 3361 3100 3155 2909
"gene_291" 11141 9515 8725 12010 8035 10290 8631 11152 8441 13383 7990 7931 7644 9292 8684 5910 5833 5642 5046 7144
"gene_292" 1000 685 720 677 637 781 740 698 620 408 479 289 537 410 318 723 919 846 882 568
"gene_293" 3226 2671 3772 4581 2765 3802 3654 4119 3397 2912 2214 2212 2158 2565 2028 4711 3859 4468 4187 4854
"gene_294" 5 6 17 10 18 19 7 33 16 21 26 21 32 25 32 82 76 54 104 42
"gene_295" 5 10 4 12 10 0 0 0 0 0 15 41 22 15 19 7 16 26 7 19
"gene_296" 2777 1631 2458 1922 2391 1564 2138 2463 1958 2009 2856 3128 2934 3230 3482 2363 2514 2889 1908 2837
"gene_297" 979 1281 918 1132 826 461 459 595 503 575 456 497 566 594 658 998 888 874 888 1065
"gene_298" 34 56 63 27 63 21 24 19 37 38 68 60 59 81 63 39 27 24 22 28
"gene_299" 798 1105 810 1138 903 1003 1403 1111 1187 1227 1451 1326 1194 1368 1289 780 1151 740 1030 1191
"gene_300" 425 698 635 448 687 583 625 916 1093 945 681 1147 198 444 571 711 768 599 760 608
"gene_301" 442 644 606 824 897 1047 925 1413 827 951 492 472 298 496 456 462 399 382 474 390
"gene_302" 1369 1411 1503 1332 1351 1673 2192 1757 2033 1459 1728 2028 1750 1805 1855 1638 1703 1350 1876 1606
"gene_303" 6679 6537 6291 6654 6820 7029 8005 6060 6494 7489 7515 8405 7331 8717 8762 5776 11584 6849 5787 7762
"gene_304" 1279 1266 1196 1375 1201 2855 2376 1789 2651 2725 1006 1008 994 1118 850 2659 3149 4084 2400 3545
"gene_305" 2 1 2 8 1 0 0 0 0 0 2 14 2 12 16 10 8 5 13 8
"gene_306" 4503 5058 5266 5160 4614 2812 3197 2712 3118 3675 5431 4567 4168 3525 6372 5415 4779 4214 4217 4491
"gene_307" 486 396 529 351 748 290 280 258 243 436 150 122 186 208 164 318 316 276 139 328
"gene_308" 792 947 1254 1156 1333 1173 1575 1416 1172 1136 892 1398 793 1318 616 904 770 864 868 782
"gene_309" 71 82 56 29 45 63 74 81 146 59 44 50 71 60 92 19 27 24 42 77
"gene_310" 1447 1345 929 976 1094 928 1033 1275 1036 975 1036 1077 984 1053 1099 1212 1503 1674 1372 1260
"gene_311" 156 122 113 127 127 269 337 323 224 354 239 237 267 400 438 81 166 119 152 86
"gene_312" 482 436 335 418 370 340 350 359 424 420 590 487 784 647 476 637 404 417 611 757
"gene_313" 1044 1404 1293 1580 1224 1947 1574 1708 1782 1397 1240 1205 1413 1100 1344 955 1466 870 1370 1014
"gene_314" 1145 1231 1053 837 957 852 1069 915 1031 800 813 876 909 818 1155 1039 1138 1079 1072 1010
"gene_315" 11348 12504 12476 12629 10132 8767 11759 7776 7497 9518 8401 10553 9720 9824 11601 13519 10735 10332 15019 14172
"gene_316" 70 100 103 75 110 229 130 108 227 151 71 51 84 55 35 12 33 50 22 9
"gene_317" 2314 2672 2219 2878 2855 1869 2256 2269 1603 2090 3520 1875 2400 2456 2590 1311 984 730 1420 1629
"gene_318" 497 516 664 561 592 646 319 667 289 513 260 244 154 159 116 304 364 296 274 314
"gene_319" 6520 6667 5699 5618 6913 5750 6758 5979 6983 5235 6794 4874 3908 3655 7115 3709 5324 6808 4506 6546
"gene_320" 325 485 474 623 463 315 431 303 466 552 379 466 485 322 601 319 471 510 543 411
"gene_321" 9102 10270 9616 10541 11247 10084 12013 8303 10314 9463 11060 10027 9369 9650 8722 12276 14569 12100 9129 9779
"gene_322" 2999 2766 3277 2409 3067 2417 3071 3173 2549 3260 3181 3384 2667 3409 3227 2554 2547 2939 2688 1782
"gene_323" 481 474 231 539 444 414 639 572 461 380 432 257 490 423 414 1329 1234 854 701 1338
"gene_324" 0 7 2 4 0 0 0 0 0 0 6 2 15 6 10 0 0 0 0 0
"gene_325" 1897 1854 1620 1141 1610 4066 3029 3109 3526 2274 1839 2419 2127 1847 1439 552 461 399 733 582
"gene_326" 56 46 68 81 31 27 19 18 42 19 28 35 41 40 10 22 10 32 50 31
"gene_327" 988 1085 595 1061 1102 1884 1385 1827 1876 2060 972 955 611 585 439 1459 1462 1902 1118 1363
"gene_328" 559 678 584 528 559 965 669 545 975 452 340 429 420 432 444 574 1033 802 1018 1011
"gene_329" 378 527 195 615 301 246 189 348 272 184 146 115 194 231 132 384 315 306 342 248
"gene_330" 7549 7485 7077 5580 7779 4373 5570 7196 6455 5935 6240 6305 10370 9011 8282 4067 4819 5702 4049 5730
"gene_331" 0 6 1 0 10 2 8 6 8 12 7 8 1 4 1 0 0 0 0 0
"gene_332" 102 151 120 64 72 46 35 71 51 67 70 76 103 123 91 66 143 135 161 135
"gene_333" 1819 1999 2345 1946 1806 2168 2533 2966 2036 3036 1628 1582 1105 1347 1363 1818 1838 1917 2373 2000
"gene_334" 423 468 451 562 420 1052 686 698 749 696 255 360 264 257 427 850 621 481 1034 808
"gene_335" 25 41 11 29 71 44 37 40 31 23 9 8 6 2 7 8 28 23 18 12
"gene_336" 131 254 171 296 162 321 212 199 159 207 144 141 216 112 113 301 230 285 214 184
"gene_337" 2 4 0 7 2 3 2 2 2 8 4 4 2 3 2 46 43 19 32 16
"gene_338" 2150 1733 1679 1766 1746 1257 1034 933 2113 1594 1371 1342 1356 1371 1389 2413 1978 1519 1606 1623
"gene_339" 1383 1128 1489 1325 1356 1246 1311 1216 1614 1222 1148 1029 1039 1254 1051 2242 2216 1838 1936 1812
"gene_340" 0 0 0 0 0 27 15 2 12 12 7 3 3 9 3 4 12 16 12 16
"gene_341" 11242 9258 13383 13593 12827 12404 15025 11577 11200 13667 12957 14976 15867 12041 12743 10934 13400 13189 11651 11586
"gene_342" 0 0 0 0 0 1 2 1 0 6 0 0 0 0 0 3 6 27 6 20
"gene_343" 3154 3727 3298 2982 3549 4082 3452 3187 2826 3976 3030 3757 3233 3597 3614 4643 3504 4693 3589 4876
"gene_344" 238 134 81 98 69 98 68 163 165 136 142 223 142 105 59 157 263 125 162 95
"gene_345" 4103 4552 3910 3525 4261 5121 5413 5069 4286 4671 4588 3803 3781 3316 3909 3522 3271 3216 3319 2808
"gene_346" 0 0 0 0 0 0 0 0 0 0 91 65 111 75 90 13 14 22 16 11
"gene_347" 17 47 51 68 22 11 15 4 23 1 35 13 21 42 9 47 17 14 9 23
"gene_348" 5086 3558 5025 3494 3619 3738 3240 3960 3786 3280 3790 4454 4034 4522 4610 3824 4105 4946 3577 4128
"gene_349" 2003 1860 1946 2151 2038 3020 2813 2681 1911 2489 1962 1732 2570 2325 1955 1842 2481 2982 2147 2169
"gene_350" 1864 1993 1679 1945 2423 2042 2245 1940 1591 1826 2280 2458 2286 2337 2251 1726 1531 1678 1765 1398
"gene_351" 3863 2829 3496 3521 3015 4340 2825 3391 2675 4593 2470 3051 2254 3586 3286 4342 3642 3792 3782 4013
"gene_352" 8739 5148 6047 6945 8021 5112 6055 5383 4448 5286 7455 7869 7685 8097 8987 5847 7242 6555 5386 7289
"gene_353" 596 528 612 661 686 429 304 285 225 272 560 455 420 529 466 492 347 289 348 345
"gene_354" 0 0 0 0 0 1 16 2 21 12 2 1 0 15 4 4 6 6 24 4
"gene_355" 4194 5938 5854 4595 3354 6050 5215 6500 3878 4840 4730 4237 3885 3763 4010 4708 6271 5748 4571 5508
"gene_356" 731 697 1144 643 975 1742 1266 1208 933 1524 838 881 1108 806 1101 872 763 885 698 395
"gene_357" 9446 10260 7253 9291 10427 9569 12936 14350 10647 9290 9517 12783 12680 8168 12013 9849 8677 10307 11256 10792
"gene_358" 1080 816 1304 1101 961 908 617 687 804 901 623 769 576 855 669 1143 1400 1197 1238 1566
"gene_359" 356 334 416 351 371 421 429 463 247 320 347 301 292 374 256 198 151 191 169 294
"gene_360" 132 96 88 131 170 278 268 233 107 184 121 168 169 207 355 36 46 51 36 12
"gene_361" 103 72 68 31 66 55 41 54 28 9 24 21 19 30 25 33 19 44 19 42
"gene_362" 45 40 13 60 60 0 0 0 0 0 0 0 0 0 0 17 21 8 2 15
"gene_363" 2 0 4 1 2 18 2 4 7 2 0 0 0 0 0 35 48 67 53 38
"gene_364" 114 139 128 153 69 22 32 28 68 42 69 39 32 36 69 53 52 76 85 40
"gene_365" 2816 2554 2278 3046 2002 2745 2650 2587 2733 2491 2010 2240 2077 1498 1821 1494 1508 1478 1571 1328
"gene_366" 427 328 394 418 483 470 523 386 409 506 179 262 576 208 336 297 235 300 366 238
"gene_367" 622 949 471 609 927 1046 918 856 657 1041 592 470 669 796 780 946 837 649 657 400
"gene_368" 2750 2904 2236 2349 2812 1930 1496 1596 1543 1721 2586 1904 1906 2311 2400 1880 1834 1488 1706 1778
"gene_369" 790 719 802 755 997 850 919 983 736 872 404 470 480 517 398 1037 858 910 1345 725
"gene_370" 69 135 133 105 151 489 186 240 376 253 244 374 233 369 231 181 192 217 102 162
"gene_371" 4035 4688 5070 4123 4308 6067 5391 7201 7174 5029 4842 6210 5262 4578 6369 4694 5470 4269 4056 4723
"gene_372" 746 683 990 1101 863 730 914 475 585 626 1413 1260 1631 1269 1269 710 896 651 604 956
"gene_373" 767 821 593 838 1085 728 876 729 578 879 740 800 748 738 640 970 917 1194 1155 998
"gene_374" 903 783 923 740 686 1314 1434 1584 1210 1668 854 872 691 716 861 909 1375 1282 1087 899
"gene_375" 1480 1305 1300 736 1399 1656 1571 1495 2093 1271 1330 1560 1198 1311 1174 1404 1539 1643 1654 2064
"gene_376" 7206 10398 11078 9381 6857 8225 8657 8708 7779 9641 5241 7714 4295 6043 5053 6844 6658 6879 7126 5910
"gene_377" 1 1 11 3 2 0 0 0 0 0 16 5 12 21 17 0 0 0 0 0
"gene_378" 30 21 34 16 17 19 65 8 53 27 171 85 112 67 158 40 14 16 30 17
"gene_379" 1471 1342 977 1089 1058 1425 1938 2058 2176 2054 1320 1374 1409 1185 1084 1655 2060 2056 1942 1621
"gene_380" 439 374 327 548 580 333 378 533 316 324 406 511 762 794 719 104 236 333 126 232
"gene_381" 238 279 270 202 276 349 281 579 422 269 286 258 304 294 292 464 461 635 572 497
"gene_382" 1237 1383 1876 1173 1833 1642 1785 1626 1615 1825 1105 1019 1335 1951 1059 1511 1378 1266 1662 1718
"gene_383" 1498 1655 1758 1777 1732 2342 2245 2034 2149 2208 1855 1775 1417 1170 1815 2185 2380 2270 2102 2400
"gene_384" 2757 2520 2083 2252 1966 2858 3598 2339 1976 3825 4042 3334 4957 2943 4028 4867 2938 4170 6508 4118
"gene_385" 0 0 0 0 0 10 14 32 6 7 19 13 10 8 6 0 0 0 0 0
"gene_386" 314 283 310 413 250 239 222 246 52 269 210 219 353 166 108 148 165 194 276 270
"gene_387" 852 956 1196 985 1842 1140 1219 1062 1220 1387 1336 1269 1328 1105 1122 1215 1351 1221 1363 1447
"gene_388" 1450 1758 2038 1738 2521 1787 1757 1697 2019 1536 2052 1733 1934 1805 1927 1269 940 1112 1144 1431
"gene_389" 1051 892 1334 1036 1044 1683 1463 1817 1792 1607 1250 1503 1213 1648 1238 1417 1127 1367 1456 1471
"gene_390" 2778 3583 3243 3348 3181 2432 3185 2537 3799 3639 2403 2598 2457 3577 2734 2110 2365 2454 2758 2483
"gene_391" 6661 7954 10067 7465 8027 6514 6557 6997 5587 7465 7946 5702 7189 5208 7053 4570 5026 5376 6067 4154
"gene_392" 13 3 7 9 1 2 10 6 3 4 0 0 0 0 0 6 16 16 6 3
"gene_393" 184 184 214 130 177 269 314 286 228 264 139 148 188 175 74 203 304 252 254 244
"gene_394" 217 112 139 168 123 162 168 166 93 89 107 143 75 139 87 69 57 80 63 82
"gene_395" 0 0 0 0 0 0 0 0 0 0 8 5 10 12 8 0 0 0 0 0
"gene_396" 123 194 144 124 129 180 273 159 188 129 161 236 268 160 223 185 190 184 120 175
"gene_397" 1127 833 994 570 1168 924 1100 1029 900 1296 1126 1169 1226 1078 1092 1326 1577 1218 1284 1286
"gene_398" 396 251 297 326 367 298 397 287 448 467 241 162 303 259 273 442 637 531 349 716
"gene_399" 9380 8754 7528 8783 8619 3745 5112 4222 4223 5894 5098 7735 6453 6595 6649 8470 8135 7243 8562 7585
"gene_400" 9961 7819 12086 8485 10931 10343 12105 9376 11961 12068 8598 7779 10838 8420 7979 11681 7163 9413 7780 8059
"gene_401" 113 78 130 100 120 117 105 109 84 143 81 114 98 149 124 22 41 58 46 56
"gene_402" 468 434 588 292 584 370 509 411 578 592 807 790 877 537 717 641 406 747 704 1041
"gene_403" 12 18 23 16 13 75 44 48 30 11 24 55 41 28 37 8 21 7 17 20
"gene_404" 900 786 797 803 830 1259 1253 945 1160 871 2042 1006 1054 714 910 469 812 673 548 613
"gene_405" 9534 7658 9728 8958 7973 4872 8274 8155 6551 9180 10325 9507 9892 10889 8383 8528 8060 8777 9473 9263
"gene_406" 756 1022 856 977 980 983 1295 568 972 645 791 618 887 767 866 678 643 644 692 727
"gene_407" 297 131 204 285 257 76 111 97 119 93 148 156 222 98 184 211 94 170 252 126
"gene_408" 193 182 128 163 187 124 62 45 71 64 128 74 113 85 96 245 246 267 188 419
"gene_409" 1544 1490 1625 1592 1429 1699 1495 2055 1604 1771 1509 1458 2378 1489 1603 1412 1628 1906 1485 1743
"gene_410" 1183 1247 1233 1209 1191 435 714 527 632 797 636 640 650 534 583 924 523 1108 896 1025
"gene_411" 2120 1958 1969 2228 1717 1242 1093 1254 1451 1569 973 1481 1129 1324 1267 2068 1641 1675 1876 1980
"gene_412" 1744 2584 2219 1893 3002 1841 1595 2149 1829 1919 1763 1950 1826 1619 1901 2919 2510 1875 2510 2303
"gene_413" 47 32 43 35 31 34 19 19 7 33 39 22 29 20 17 20 24 14 27 16
"gene_414" 1618 1571 1679 1643 1880 960 824 979 843 577 1003 972 914 1332 1179 1537 2629 1536 1639 1924
"gene_415" 14 27 20 12 27 88 95 103 63 140 96 76 46 76 84 46 80 18 73 25
"gene_416" 23377 24276 22200 20443 23645 19733 22465 18819 14642 18226 18681 17004 17956 17303 18806 17136 15815 14271 16223 15845
"gene_417" 1770 1921 2021 2101 2242 3254 3187 3443 3504 2703 2150 2084 1669 2131 2665 1535 1595 1456 1365 1693
"gene_418" 606 920 706 1042 815 1144 1094 965 738 955 1821 1249 1377 1269 1287 1304 1058 832 1139 748
"gene_419" 10 12 10 4 5 8 1 7 2 1 2 14 14 11 16 46 8 15 27 30
"gene_420" 525 258 477 212 384 296 209 144 191 182 117 175 199 163 190 103 79 105 126 74
"gene_421" 845 909 953 693 679 752 504 400 665 834 654 645 1113 1356 852 783 721 918 894 770
"gene_422" 40 77 43 36 19 11 3 10 2 8 27 40 35 66 64 6 10 15 13 13
"gene_423" 1591 1707 1749 1507 2098 1447 1947 2078 1602 1516 1869 1712 1693 1699 1682 1470 1682 1709 1751 1908
"gene_424" 144 59 126 85 173 81 78 117 154 157 112 188 49 115 71 91 199 105 164 161
"gene_425" 0 0 0 0 0 12 12 6 25 4 0 7 0 2 14 0 0 0 0 0
"gene_426" 454 463 548 382 539 399 642 388 414 472 657 593 589 793 462 551 434 350 547 431
"gene_427" 1275 941 1033 951 1178 440 322 466 287 426 345 520 739 321 502 1847 1127 1186 1209 1411
"gene_428" 317 412 524 452 416 314 300 219 298 364 314 248 246 154 298 554 518 426 513 443
"gene_429" 1382 1966 2071 2093 2270 1562 1815 2256 1765 2588 1817 1984 1484 1528 1826 2064 2066 2152 2593 2102
"gene_430" 2053 2522 1955 2343 1808 1468 1504 1542 1580 1250 2012 2078 1891 1379 1570 1855 1972 1782 2244 1600
"gene_431" 787 871 922 1019 886 927 615 858 615 770 1089 766 796 981 905 638 601 814 674 688
"gene_432" 1709 2375 2059 2066 1681 996 1363 1776 908 1444 2506 2779 3400 3822 2515 2285 2466 2686 2754 2631
"gene_433" 1540 2034 1866 1582 1706 975 1065 1209 1376 1121 2069 1678 2011 1807 1736 2033 1602 2097 1656 1726
"gene_434" 4438 4168 3742 3630 3440 5558 4099 5351 4789 4929 3343 3756 3817 4089 3211 5430 4897 5348 5234 5119
"gene_435" 1034 1110 1528 1263 1152 2387 2189 2436 2004 1900 991 1075 920 670 891 1746 1834 1754 2023 2065
"gene_436" 3147 3418 3724 3418 4498 5546 6157 3817 5059 6329 4194 5187 4644 4683 4932 5172 3281 3276 3279 3378
"gene_437" 31 36 27 50 39 19 30 23 17 16 81 55 61 76 40 30 26 35 26 56
"gene_438" 2510 2215 1985 1989 2220 1923 2045 1749 1793 2001 1669 1082 1449 1168 1105 1583 2042 1499 1974 1633
"gene_439" 377 303 343 274 430 681 974 1067 468 791 518 512 640 736 340 611 546 640 658 452
"gene_440" 2717 2604 2505 2657 3136 2757 2494 2856 2654 3092 1481 1732 2129 1611 1332 2987 3247 2586 3212 3439
"gene_441" 2426 2302 3307 2314 2106 1779 1576 1418 1762 1718 1840 2389 2488 2196 2713 3015 3102 2472 3374 3166
"gene_442" 279 247 276 236 233 58 100 88 64 70 79 231 101 128 128 182 240 264 113 184
"gene_443" 2261 2331 2602 2186 2038 2105 1754 1802 1960 2131 1663 1543 1872 2144 1838 1829 2579 1996 1870 2240
"gene_444" 52 136 106 111 48 292 297 180 176 209 325 282 524 244 210 302 293 155 136 417
"gene_445" 3701 4069 3652 4410 4306 6597 6694 6868 5631 6135 7773 7026 7310 7852 8027 8688 10426 6954 8793 9381
"gene_446" 434 402 442 303 374 103 136 84 124 115 130 196 173 135 165 142 96 114 134 111
"gene_447" 8354 6937 7398 6794 5461 6420 5860 6784 7928 6308 5477 5194 5970 6538 6577 5111 4049 4224 5101 4138
"gene_448" 1705 2754 2345 2005 2491 2812 2612 3212 2575 2445 2795 1711 2595 1989 2964 2323 2077 2470 2480 2584
"gene_449" 1543 1464 1719 1355 1810 909 511 555 1325 1203 1018 1087 1182 1106 1130 1390 1648 1727 1381 1656
"gene_450" 9 10 8 2 16 40 37 26 42 44 0 0 0 0 0 15 13 27 24 21
"gene_451" 2492 2931 2113 2999 2044 2449 1987 1828 3147 2285 3208 2055 2710 2611 1891 2350 2141 2175 1969 2221
"gene_452" 8 2 24 8 8 0 0 0 0 0 26 4 2 14 0 6 7 5 9 11
"gene_453" 291 230 440 239 198 298 344 367 256 276 439 476 273 443 476 324 365 382 263 331
"gene_454" 367 412 352 381 216 239 173 224 167 110 373 274 275 389 475 98 63 79 135 109
"gene_455" 18 8 2 6 6 29 164 49 42 71 22 26 31 43 11 70 44 57 91 60
"gene_456" 1786 1835 1542 1573 1946 2550 2534 1983 2864 2468 3234 2761 3333 2963 2712 3671 4313 2845 3683 4086
"gene_457" 733 715 1277 1186 595 755 566 624 930 1054 648 557 634 667 488 1067 1165 1213 916 1096
"gene_458" 2482 2051 2859 2319 2470 2098 1758 2024 1831 2496 1194 1095 1211 1119 1174 2076 1448 1534 1870 2484
"gene_459" 1473 1515 1391 1490 1175 1104 1019 980 992 908 791 865 841 819 1028 722 1090 1076 951 871
"gene_460" 2170 1647 2025 1749 2262 2797 2609 3082 2864 3766 4382 4252 4247 3385 3931 4192 4858 4061 7197 5674
"gene_461" 76 160 94 142 117 182 309 175 146 142 120 185 225 260 150 68 123 92 106 180
"gene_462" 557 804 671 904 550 528 379 613 622 827 345 440 326 402 396 931 908 1216 972 1222
"gene_463" 1060 1174 844 915 890 845 978 1545 883 1031 877 1290 1388 1087 905 637 766 797 683 663
"gene_464" 1572 1428 1789 1445 1327 1122 1271 851 1625 1417 2202 1977 2051 1949 1708 741 794 752 685 769
"gene_465" 864 1116 918 863 798 545 681 658 622 814 743 886 677 1043 918 541 503 433 355 469
"gene_466" 10 19 6 1 8 15 15 22 16 19 88 94 61 33 67 12 16 8 28 6
"gene_467" 0 0 0 0 0 5 7 7 1 7 7 33 19 19 4 1 2 10 3 8
"gene_468" 0 0 0 0 0 18 18 23 20 11 9 5 16 17 7 0 4 1 3 2
"gene_469" 477 665 872 687 853 800 1064 1234 606 1070 1156 1122 1020 959 1062 856 847 1002 609 1016
"gene_470" 6841 7255 8105 8983 7178 12030 9570 12293 8639 9053 6696 6580 6752 6816 6442 8557 13549 9503 10503 9074
"gene_471" 80 91 59 126 54 41 20 37 20 35 16 24 29 18 12 41 47 39 26 58
"gene_472" 85 42 87 93 102 132 70 51 99 120 90 118 132 140 80 63 18 59 24 42
"gene_473" 805 667 595 1070 1383 671 609 1605 992 779 967 675 694 909 1275 835 936 602 1119 816
"gene_474" 60 93 260 127 250 208 236 251 257 165 355 278 415 260 150 152 157 151 172 294
"gene_475" 5 7 14 0 4 25 32 35 33 34 34 22 35 18 24 54 84 58 68 30
"gene_476" 0 0 0 0 0 5 2 6 2 10 3 5 5 0 0 1 2 5 1 3
"gene_477" 13 24 42 59 18 33 31 50 25 40 92 92 79 136 92 153 151 78 133 121
"gene_478" 2032 1237 2094 1875 1757 883 1075 1096 1213 1477 1210 1290 1157 1112 1358 921 1447 926 1632 1590
"gene_479" 572 997 593 617 1041 1566 1782 1843 1766 1947 856 838 920 1287 703 1441 1025 1359 1143 1248
"gene_480" 4143 3676 5596 3645 5151 3960 3063 3618 2900 3157 4109 3280 4930 7473 4865 5054 4745 4251 4503 5415
