"TP1_1" "TP1_2" "TP2_1" "TP2_2" "TP3_1" "TP3_2" "TP4_1" "TP4_2"
"gene_526" 2158 2221 865 961 695 643 754 805
"gene_527" 29 8 6 0 28 20 18 22
"gene_528" 20 50 1 2 30 22 6 10
"gene_529" 2 0 0 0 34 27 0 0
"gene_530" 55 99 147 65 151 172 64 39
"gene_531" 69 94 8 8 0 0 50 93
"gene_532" 704 853 915 899 983 785 995 643
"gene_533" 931 1097 1275 1696 1598 1396 1390 1189
"gene_534" 106 61 154 135 202 199 191 192
"gene_535" 20 32 15 13 2 14 50 92
"gene_536" 254 258 327 96 207 197 193 267
"gene_537" 6 10 0 0 8 14 32 16
"gene_538" 731 1039 388 464 684 362 720 666
"gene_539" 206 335 453 440 616 382 428 521
"gene_540" 376 380 84 151 271 289 736 467
"gene_541" 5115 4515 3762 4431 4179 4481 3799 2514
"gene_542" 103 57 19 16 69 42 75 161
"gene_543" 24 15 45 14 29 21 12 13
"gene_544" 2504 2224 1125 1832 2065 2098 2197 1896
"gene_545" 458 393 595 627 389 492 591 699
"gene_546" 757 850 972 815 1073 1125 1625 1339
"gene_547" 160 133 36 136 122 133 174 200
"gene_548" 772 685 584 894 1025 1214 1087 966
"gene_549" 289 166 405 544 269 283 510 461
"gene_550" 31 24 28 20 0 5 66 25
"gene_551" 2379 2197 3078 1865 902 1110 3014 3072
"gene_552" 148 102 109 103 117 91 122 176
"gene_553" 206 228 72 134 272 142 172 143
"gene_554" 2690 2775 3687 4889 4428 3837 3357 2207
"gene_555" 1617 1165 2299 1712 2541 2941 2587 2250
"gene_556" 1421 1563 1461 1136 1089 1222 1712 1482
"gene_557" 1686 1854 1292 1590 1857 2486 1103 1313
"gene_558" 150 267 315 156 208 203 364 312
"gene_559" 7 29 53 14 115 87 58 12
"gene_560" 104 131 150 325 115 214 209 160
"gene_561" 626 661 904 701 925 891 606 524
"gene_562" 194 194 53 18 176 127 306 170
"gene_563" 3323 2885 4252 3791 2605 2841 2554 2806
"gene_564" 1677 1446 1745 3025 2347 1614 2119 1073
"gene_565" 2602 2920 1453 1797 2094 1949 1343 1380
"gene_566" 2118 1842 1422 1795 1799 1560 1001 1514
"gene_567" 8213 13330 13134 13101 12142 11230 10832 11265
"gene_568" 493 622 870 742 597 610 546 546
"gene_569" 79 95 100 79 39 48 40 22
"gene_570" 749 618 1062 979 543 600 503 950
"gene_571" 6 2 11 8 0 0 0 0
"gene_572" 3387 3581 3598 2692 3217 3141 4059 3954
"gene_573" 1562 1420 1169 1718 1015 1167 2964 3076
"gene_574" 124 45 8 26 12 28 70 15
"gene_575" 545 454 327 245 675 606 687 1229
"gene_576" 4 4 1 6 0 0 20 14
"gene_577" 925 1283 922 1520 2100 1996 1750 1004
"gene_578" 5662 5378 6881 6348 6601 5895 6879 6426
"gene_579" 395 340 313 390 305 246 254 227
"gene_580" 37 39 37 13 34 68 108 116
"gene_581" 1818 1863 1406 1589 1137 1330 1704 1362
"gene_582" 1850 1844 1268 1253 1157 1356 1328 1431
"gene_583" 1027 1599 1500 1266 1182 1071 1225 1226
"gene_584" 8432 9034 7024 6455 6167 7462 12081 13712
"gene_585" 6517 6413 7660 6490 7447 8688 6122 7559
"gene_586" 3576 2519 3637 3694 3679 3655 3646 4844
"gene_587" 671 809 1373 797 1427 1364 1255 1120
"gene_588" 1594 1099 1616 1477 1178 959 723 1042
"gene_589" 1071 1342 1848 1622 1056 1356 1874 1955
"gene_590" 17 17 42 16 22 6 23 19
"gene_591" 2147 3179 2855 2522 3188 2765 1983 1885
"gene_592" 0 0 2 5 4 2 13 7
"gene_593" 1759 1682 1680 1686 1526 2020 2190 2008
"gene_594" 155 183 219 232 238 328 248 224
"gene_595" 6951 7492 11666 11263 13369 10110 7557 7650
"gene_596" 407 478 268 284 241 230 476 748
"gene_597" 1247 925 1240 1191 1705 2033 736 1195
"gene_598" 5607 4241 3768 4282 2805 3026 2866 2969
"gene_599" 10 19 18 6 11 4 6 4
"gene_600" 6706 9072 9466 5165 8666 9808 7070 7247
"gene_601" 255 235 147 122 338 261 399 340
"gene_602" 91 74 20 36 102 43 33 14
"gene_603" 126 113 193 162 224 226 232 231
"gene_604" 1650 1612 2918 2347 2337 2973 2911 2185
"gene_605" 1122 1134 756 863 537 745 1529 1048
"gene_606" 8664 7856 10317 11091 9478 9429 6709 6496
"gene_607" 2281 2238 2448 2859 2361 2704 2591 2421
"gene_608" 208 215 468 323 233 266 243 534
"gene_609" 3169 3551 2975 2666 2169 2214 1452 1920
"gene_610" 792 735 469 495 702 907 1331 1344
"gene_611" 2486 2744 2289 2591 2628 3053 2424 2474
"gene_612" 74 8 2 44 55 50 19 21
"gene_613" 20 60 9 12 23 36 7 5
"gene_614" 452 577 522 309 384 298 475 542
"gene_615" 287 265 316 343 508 427 252 280
"gene_616" 456 701 325 264 183 192 206 302
"gene_617" 1892 1541 2417 1948 757 532 783 845
"gene_618" 276 302 98 67 202 290 68 90
"gene_619" 0 0 0 0 11 52 0 0
"gene_620" 81 105 0 0 22 7 21 21
"gene_621" 2 3 1 3 19 3 2 1
"gene_622" 452 648 516 538 480 602 838 590
"gene_623" 4464 6423 4468 4864 2403 3870 5467 3814
"gene_624" 1449 1312 1149 1163 1478 1066 1114 1238
"gene_625" 646 628 740 649 243 545 368 174
"gene_626" 19 8 2 4 0 2 9 2
"gene_627" 413 445 578 552 710 764 691 807
"gene_628" 116 94 126 130 60 126 171 125
"gene_629" 2572 2518 1825 2881 2419 2542 2794 2666
"gene_630" 3 12 32 35 18 23 6 8
"gene_631" 0 0 0 0 20 11 17 2
"gene_632" 1079 1234 616 602 661 668 514 641
"gene_633" 3001 4464 4105 4656 3617 5342 4159 4826
"gene_634" 83 54 6 17 91 89 91 16
"gene_635" 23 11 0 0 6 12 0 0
"gene_636" 209 441 270 217 269 186 121 242
"gene_637" 317 291 238 261 136 180 148 164
"gene_638" 18761 20809 20302 22399 20769 18376 20193 20328
"gene_639" 8 6 2 1 0 0 0 0
"gene_640" 1477 1408 1268 1156 619 498 2036 1630
"gene_641" 256 242 113 83 114 113 224 360
"gene_642" 225 198 287 139 159 90 207 129
"gene_643" 510 604 712 592 633 1005 532 670
"gene_644" 731 994 1388 1274 938 992 1141 1162
"gene_645" 661 1031 1081 1291 567 595 1128 968
"gene_646" 1184 1179 1557 1841 948 913 2524 2053
"gene_647" 5561 4689 6637 5155 7333 5541 6154 6284
"gene_648" 61 49 104 24 34 39 27 11
"gene_649" 882 627 423 451 400 380 553 747
"gene_650" 40 74 83 152 77 104 33 42
"gene_651" 141 175 236 176 117 150 115 130
"gene_652" 35 10 68 10 28 50 14 3
"gene_653" 10 5 0 0 1 10 37 57
"gene_654" 2343 2861 927 1283 1793 2083 1426 1226
"gene_655" 3234 2230 1878 3046 2003 2736 2312 3332
"gene_656" 131 110 17 29 83 181 32 44
"gene_657" 1782 1984 1661 2751 1074 1162 1846 2303
"gene_658" 414 545 803 801 692 709 518 532
"gene_659" 0 3 0 0 27 21 7 7
"gene_660" 593 664 522 720 1119 741 947 1223
"gene_661" 3490 3791 4029 2855 3953 3974 3213 2954
"gene_662" 594 864 987 860 855 852 941 1183
"gene_663" 595 634 598 720 370 319 689 812
"gene_664" 546 577 377 295 242 278 398 372
"gene_665" 1250 990 1640 2503 893 1373 1748 1539
"gene_666" 239 124 224 136 116 127 128 115
"gene_667" 15960 14883 15024 13976 15863 12302 15570 11478
"gene_668" 9 5 8 2 0 3 13 13
"gene_669" 202 218 190 211 180 179 298 286
"gene_670" 1109 1280 848 777 440 522 1632 1542
"gene_671" 13671 14862 9409 7872 9959 14554 11195 7679
"gene_672" 45 61 60 119 55 46 57 77
"gene_673" 12889 12748 15942 15662 15476 10549 13744 17609
"gene_674" 1054 963 1291 1350 759 1354 1616 1274
"gene_675" 88 93 86 72 4 22 48 94
"gene_676" 1717 1869 1196 1274 1501 1194 1398 1745
"gene_677" 403 343 396 454 436 552 613 425
"gene_678" 10 29 48 80 46 25 84 86
"gene_679" 81 108 91 93 45 30 51 49
"gene_680" 2674 2506 1633 1582 2704 2316 1823 1538
"gene_681" 1661 1844 2593 1899 2307 1971 2212 2071
"gene_682" 66 180 182 136 142 234 137 126
"gene_683" 10 7 4 4 0 0 10 58
"gene_684" 35 25 91 43 49 23 165 128
"gene_685" 86 91 42 26 114 80 40 33
"gene_686" 219 343 129 220 428 475 658 773
"gene_687" 2139 2083 2603 2994 3275 3216 1686 2221
"gene_688" 8623 7253 6897 8169 4730 6892 8764 7305
"gene_689" 3584 3119 3248 3334 3111 2861 3821 4081
"gene_690" 71 110 67 29 66 45 53 37
"gene_691" 658 900 1054 1051 767 700 908 777
"gene_692" 372 428 345 173 495 557 572 608
"gene_693" 6274 4447 7290 6083 4420 5103 5133 5129
"gene_694" 5123 5173 4424 4980 4323 4586 4532 4591
"gene_695" 0 0 1 4 0 0 10 16
"gene_696" 1837 1522 1513 1741 1327 1327 1320 886
"gene_697" 158 139 112 44 359 243 188 235
"gene_698" 1909 1969 2531 2587 3385 3483 2979 3459
"gene_699" 193 120 123 106 34 13 56 26
"gene_700" 51 62 91 126 152 113 12 33
"gene_701" 1387 1273 783 602 751 515 1450 1456
"gene_702" 432 393 467 930 670 657 780 535
"gene_703" 917 1012 1372 1092 2058 1807 1780 2019
"gene_704" 857 1299 302 647 587 481 902 668
"gene_705" 50 42 13 9 0 0 21 43
"gene_706" 5752 7067 6558 6831 4868 4961 6292 6966
"gene_707" 548 346 363 266 229 261 406 404
"gene_708" 665 669 603 515 812 654 329 425
"gene_709" 352 245 686 442 545 527 213 234
"gene_710" 1186 1096 569 792 1048 950 762 1102
"gene_711" 578 829 1093 787 581 905 754 817
"gene_712" 1231 1632 1892 3088 1760 2247 1287 1367
"gene_713" 51 27 40 32 34 98 120 149
"gene_714" 2348 2082 2229 2578 3064 3151 2290 2602
"gene_715" 237 218 9 77 43 15 50 80
"gene_716" 545 620 207 112 415 440 247 358
"gene_717" 1601 1487 1359 1105 2601 1504 995 1316
"gene_718" 2524 2812 2255 2740 1438 1155 1289 1597
"gene_719" 64 65 117 130 106 108 267 300
"gene_720" 0 0 0 1 0 0 1 9
"gene_721" 114 231 312 272 79 98 155 114
"gene_722" 110 80 129 200 197 204 73 29
"gene_723" 6109 6682 4668 4692 3683 5505 5981 6993
"gene_724" 29571 29622 32840 28160 29025 30958 31687 34941
"gene_725" 578 435 638 653 407 380 526 429
"gene_726" 378 345 391 521 443 518 597 501
"gene_727" 447 438 310 150 409 436 224 273
"gene_728" 18 9 0 0 3 0 0 0
"gene_729" 333 220 186 238 285 288 323 370
"gene_730" 1011 1191 897 873 1552 1329 736 1105
"gene_731" 160 166 489 484 173 111 232 188
"gene_732" 1310 1231 1718 1803 2248 2201 1417 1174
"gene_733" 838 806 1279 1454 1126 1064 627 730
"gene_734" 6385 6421 7258 5886 5601 5749 4407 5777
"gene_735" 2867 2727 2886 3432 3045 2754 4211 3017
"gene_736" 3828 4319 3790 3422 4262 3616 3591 4240
"gene_737" 7 26 4 0 44 21 30 51
"gene_738" 162 177 36 33 205 152 145 152
"gene_739" 290 358 346 549 220 273 195 167
"gene_740" 6 6 0 0 18 12 17 4
"gene_741" 1529 1288 1683 1377 1103 981 1590 1636
"gene_742" 1723 1165 994 625 1303 1288 1572 1969
"gene_743" 127 138 233 317 272 552 195 214
"gene_744" 51 77 119 185 41 72 130 90
"gene_745" 1617 1488 1625 1217 953 912 922 884
"gene_746" 24 35 27 57 45 32 86 129
"gene_747" 1131 821 1133 926 855 820 1245 1107
"gene_748" 627 466 383 334 350 398 351 774
"gene_749" 102 161 76 96 96 141 81 89
"gene_750" 622 580 626 602 891 507 938 804
"gene_751" 311 329 281 161 363 245 280 223
"gene_752" 1072 938 1443 1989 1260 1061 1074 1391
"gene_753" 2042 2231 1096 864 1638 1883 1879 1723
"gene_754" 1361 1057 648 629 1021 1316 1857 1426
"gene_755" 1 4 2 10 5 13 0 0
"gene_756" 1320 1431 559 505 962 1578 794 1070
"gene_757" 3278 3929 2308 2758 3237 3065 3818 4465
"gene_758" 513 550 1070 950 937 1554 1280 1677
"gene_759" 0 0 0 0 0 0 0 0
"gene_760" 643 524 401 539 812 556 634 789
"gene_761" 1946 1855 3469 3676 2243 2555 1984 2763
"gene_762" 3187 3935 3099 3792 3703 3573 3381 3491
"gene_763" 518 577 675 666 703 529 330 479
"gene_764" 613 740 350 485 371 413 646 538
"gene_765" 170 131 212 174 57 72 262 222
"gene_766" 1641 1516 830 918 2760 2453 2085 1871
"gene_767" 13 18 0 0 2 5 0 0
"gene_768" 1462 1472 2218 2475 2256 2185 2283 2384
"gene_769" 236 592 254 140 115 78 254 185
"gene_770" 737 1169 1135 1322 1160 861 1348 1253
"gene_771" 56 107 243 140 159 210 50 47
"gene_772" 6886 4321 5718 6425 4384 5799 5013 5674
"gene_773" 1236 1068 816 730 850 1058 1139 1396
"gene_774" 212 247 401 176 178 157 185 233
"gene_775" 2523 2832 2856 2165 1965 2136 2926 2764
"gene_776" 4036 3978 4201 3466 6052 5072 5719 4377
"gene_777" 77 62 69 92 138 75 29 54
"gene_778" 640 647 666 887 579 699 848 822
"gene_779" 0 2 21 15 3 12 26 4
"gene_780" 0 0 10 5 0 0 89 70
"gene_781" 329 221 587 774 207 151 571 754
"gene_782" 294 163 339 402 215 132 248 271
"gene_783" 228 243 231 128 172 80 93 150
"gene_784" 3519 3963 3066 2404 2974 2662 2445 3925
"gene_785" 656 507 785 974 577 814 613 791
"gene_786" 597 701 433 430 238 370 299 528
"gene_787" 12 8 63 34 66 88 43 73
"gene_788" 2163 2569 2334 1441 2339 3157 1646 1651
"gene_789" 73 72 190 159 26 38 56 103
"gene_790" 832 612 826 1351 1013 445 1132 993
"gene_791" 2636 2991 3254 3038 2684 3356 3858 2685
"gene_792" 906 969 504 268 310 340 372 288
"gene_793" 121 126 92 121 53 58 27 22
"gene_794" 12085 17109 10633 12334 13693 15924 12087 13932
"gene_795" 1178 1084 1642 1113 872 774 974 959
"gene_796" 1034 1177 808 866 1139 845 1371 869
"gene_797" 230 213 110 54 91 102 132 139
"gene_798" 298 434 192 206 202 315 108 74
"gene_799" 495 317 384 204 316 458 525 351
"gene_800" 3617 3454 2420 2790 2472 3823 3220 3062
"gene_801" 183 130 676 732 625 676 492 381
"gene_802" 42 29 73 75 35 21 84 62
"gene_803" 254 279 418 495 284 294 144 75
"gene_804" 689 586 886 1002 833 682 810 1049
"gene_805" 18 22 85 115 181 132 90 64
"gene_806" 5933 5316 4136 4643 4299 4922 5060 4278
"gene_807" 2317 2653 1970 2833 1640 1721 1263 1335
"gene_808" 555 593 477 609 312 394 874 940
"gene_809" 154 113 50 24 26 55 11 5
"gene_810" 2447 2318 3407 3118 3302 3567 3316 3810
"gene_811" 757 621 594 524 196 297 46 54
"gene_812" 109 87 76 63 195 199 80 42
"gene_813" 34 17 45 57 158 99 92 55
"gene_814" 74 58 10 11 11 11 0 0
"gene_815" 0 0 0 0 29 62 0 0
"gene_816" 376 402 389 316 918 773 190 230
"gene_817" 0 0 3 2 11 7 0 0
"gene_818" 1313 950 852 946 800 1001 796 849
"gene_819" 49 117 164 84 42 89 79 58
"gene_820" 325 132 345 375 379 450 510 396
"gene_821" 466 313 858 357 256 318 524 369
"gene_822" 1735 1366 1570 1452 1124 1148 753 932
"gene_823" 2668 2491 3612 2636 1738 1845 2454 2908
"gene_824" 1636 1482 1352 1612 1390 1570 1408 1307
"gene_825" 23 28 15 37 50 43 21 14
"gene_826" 356 525 1036 1132 535 538 798 1183
"gene_827" 150 187 337 298 422 317 145 199
"gene_828" 5496 7185 5466 6181 7322 7790 4875 6818
"gene_829" 69 81 104 173 42 96 190 216
"gene_830" 380 451 290 399 335 181 126 175
"gene_831" 7671 6891 9184 8182 5280 5949 4444 6419
"gene_832" 1663 1375 1792 2216 1216 1138 1025 866
"gene_833" 116 166 273 142 96 189 141 198
"gene_834" 10426 8357 15378 16206 14961 11313 12460 15179
"gene_835" 778 478 910 950 1023 383 596 591
"gene_836" 3998 2736 4431 4067 4573 3899 3118 3408
"gene_837" 138 107 331 303 178 284 661 516
"gene_838" 237 250 394 387 477 300 490 617
"gene_839" 558 589 390 475 689 923 550 754
"gene_840" 271 186 370 360 259 193 296 591
"gene_841" 0 0 23 20 0 4 29 13
"gene_842" 1180 1796 1680 1167 1323 1420 1114 1609
"gene_843" 7311 6151 2748 3481 3933 4712 1636 1347
"gene_844" 23 42 173 79 203 301 121 215
"gene_845" 406 430 441 266 539 924 610 537
"gene_846" 1253 1103 2313 1669 1902 1651 2121 2096
"gene_847" 971 785 760 697 621 466 767 338
"gene_848" 2244 2928 2633 2705 2163 2109 1984 2005
"gene_849" 1484 1659 1688 1800 2024 1514 1236 1035
"gene_850" 933 888 739 823 1238 926 1020 1071
"gene_851" 388 378 1030 1132 631 608 1231 1258
"gene_852" 3333 2708 1604 1974 3165 2647 1856 1821
"gene_853" 130 186 205 119 109 88 73 60
"gene_854" 7850 8651 6587 6772 6146 6242 9759 8455
"gene_855" 1992 2004 2743 3243 868 799 797 913
"gene_856" 1807 1625 882 782 1230 1343 586 839
"gene_857" 1307 1097 578 667 794 690 573 704
"gene_858" 12 18 14 21 52 70 6 8
"gene_859" 1252 1077 1113 1213 1107 862 1332 1048
"gene_860" 4407 4537 5796 3972 2104 1806 1941 2792
"gene_861" 99 99 62 40 67 102 18 38
"gene_862" 569 592 616 880 544 598 1049 1219
"gene_863" 265 290 225 225 264 199 181 251
"gene_864" 103 121 211 116 121 115 185 220
"gene_865" 727 756 903 1177 841 560 777 593
"gene_866" 242 169 153 282 410 450 369 473
"gene_867" 1 10 121 75 65 36 35 23
"gene_868" 38 70 43 32 50 47 3 15
"gene_869" 4314 4835 4487 4482 6913 9168 4112 3381
"gene_870" 219 371 346 461 366 269 299 217
"gene_871" 5050 6231 8722 6164 5135 5028 5933 6887
"gene_872" 12 3 43 70 2 12 28 29
"gene_873" 2 6 81 142 13 8 19 37
"gene_874" 3251 3014 3461 3995 2638 2088 5258 4972
"gene_875" 2880 2872 2301 2628 3369 3475 2619 3309
"gene_876" 3087 2608 2527 2925 3359 2583 2428 2644
"gene_877" 8530 8679 8370 10743 9687 8288 7600 7027
"gene_878" 765 574 1609 1285 1511 1513 1414 1289
"gene_879" 3369 3136 2041 3088 1854 2349 4516 3121
"gene_880" 832 879 638 780 537 570 803 575
"gene_881" 3805 2911 3603 3286 2367 2177 3573 3808
"gene_882" 4626 4645 6381 4979 4354 3986 5411 6345
"gene_883" 34 33 118 171 82 90 58 44
"gene_884" 1602 1440 1354 1581 1360 1292 1088 981
"gene_885" 258 348 158 101 222 223 117 181
"gene_886" 210 208 200 359 288 368 184 315
"gene_887" 318 321 499 635 140 138 471 274
"gene_888" 1310 1932 1252 1530 1064 775 1075 1330
"gene_889" 134 123 111 260 241 261 334 250
"gene_890" 538 398 304 319 281 125 190 255
"gene_891" 1366 1123 393 303 960 1303 1102 1480
"gene_892" 10308 8925 11235 9251 9018 10017 8911 10255
"gene_893" 5337 6792 8136 7322 7567 7242 8697 7860
"gene_894" 405 457 325 334 690 780 684 581
"gene_895" 0 0 21 24 5 3 42 26
"gene_896" 332 297 221 233 95 183 482 313
"gene_897" 51 53 176 203 193 86 5 4
"gene_898" 914 755 1923 1584 897 1163 1472 885
"gene_899" 102 157 96 50 82 43 128 125
"gene_900" 6832 6655 4289 5778 6987 5441 6342 5543
"gene_901" 360 210 346 489 353 483 694 423
"gene_902" 6474 5105 7190 6608 6954 7070 8456 7490
"gene_903" 21 32 19 46 8 10 49 49
"gene_904" 55 36 22 19 75 111 131 122
"gene_905" 380 325 380 460 1109 1021 540 323
"gene_906" 883 1379 906 975 947 1458 1194 1086
"gene_907" 4580 3496 4167 2686 2835 2851 3943 2324
"gene_908" 829 926 1247 1162 1260 1156 1008 1080
"gene_909" 7332 4930 4319 4715 5395 5033 7906 5208
"gene_910" 129 127 222 150 355 428 479 232
"gene_911" 0 0 10 22 0 0 0 0
"gene_912" 845 791 855 756 549 365 911 1055
"gene_913" 32 55 13 37 32 82 14 4
"gene_914" 3692 3803 1503 1399 8024 7236 3307 4469
"gene_915" 2816 2403 2538 1783 2565 2521 4203 4348
"gene_916" 1702 1932 1315 1162 1350 1492 1555 1433
"gene_917" 359 660 940 836 1076 976 720 654
"gene_918" 950 1795 841 1564 1848 1925 1474 1378
"gene_919" 5206 5212 5414 5272 10071 12860 7079 8029
"gene_920" 936 805 1318 1513 784 841 705 875
"gene_921" 1301 1628 2996 2497 1653 1753 1592 1622
"gene_922" 662 716 570 611 712 675 988 698
"gene_923" 52 54 34 36 111 42 45 17
"gene_924" 283 268 258 111 224 316 263 157
"gene_925" 1362 1009 744 957 568 684 1007 1177
"gene_926" 5684 4837 5696 5699 6544 5879 4877 5765
"gene_927" 697 839 911 636 709 1333 829 475
"gene_928" 2047 2039 2537 2230 1924 1940 1647 1734
"gene_929" 1169 657 902 846 842 1194 733 769
"gene_930" 2037 2149 2712 2380 2840 3046 3457 3891
"gene_931" 1374 1233 1801 899 2544 1641 1499 1627
"gene_932" 5959 5164 7947 6348 7705 7067 6481 6894
"gene_933" 968 702 1510 1522 705 629 751 790
"gene_934" 169 278 82 98 204 281 52 37
"gene_935" 678 500 480 633 770 730 472 581
"gene_936" 14573 16622 15204 20214 21543 21943 16869 15818
"gene_937" 9623 9281 8413 8436 11418 10154 9022 10176
"gene_938" 3558 2728 3321 3003 2903 2678 3788 3383
"gene_939" 2947 2621 2433 2951 2420 2022 3890 4299
"gene_940" 13 14 35 70 51 51 20 9
"gene_941" 380 360 405 394 652 508 656 679
"gene_942" 223 290 626 459 120 233 59 52
"gene_943" 2265 2086 1266 1303 2614 2183 2815 3262
"gene_944" 228 95 87 122 17 16 13 19
"gene_945" 473 548 1304 1552 549 1291 570 516
"gene_946" 690 639 564 408 435 723 536 217
"gene_947" 43 71 0 0 72 32 36 53
"gene_948" 15513 14035 13771 16885 19425 13897 16370 15971
"gene_949" 172 116 320 247 228 186 218 144
"gene_950" 908 848 1218 1388 1163 1126 1267 1305
"gene_951" 0 0 6 7 22 8 0 0
"gene_952" 671 371 1004 562 462 499 506 705
"gene_953" 589 947 912 984 1731 1462 1326 1356
"gene_954" 173 184 153 107 439 319 529 431
"gene_955" 4707 4960 5526 4560 4048 7406 5412 4645
"gene_956" 12 30 16 21 54 123 88 54
"gene_957" 1041 1454 1465 990 1201 968 1128 1336
"gene_958" 264 140 173 310 598 402 357 647
"gene_959" 192 304 207 196 281 124 393 402
"gene_960" 974 1176 769 811 1723 1970 1402 957
"gene_961" 374 410 492 410 274 266 367 420
"gene_962" 1347 999 1170 1122 1076 902 1783 1600
"gene_963" 4469 3900 2579 2561 3855 6003 2561 2197
"gene_964" 556 470 309 272 484 524 852 917
"gene_965" 454 407 702 682 694 458 403 385
"gene_966" 21 4 10 8 18 12 64 48
"gene_967" 884 1153 1589 1094 1110 796 1304 1185
"gene_968" 1093 892 1342 1333 855 873 1199 1567
"gene_969" 406 237 162 135 356 283 533 557
"gene_970" 6063 6620 10011 7368 8286 7071 8537 8759
"gene_971" 73 52 72 31 29 37 24 52
"gene_972" 60 19 48 24 95 44 4 9
"gene_973" 3 0 10 37 22 6 34 6
"gene_974" 100 106 95 153 395 187 240 485
"gene_975" 510 512 1175 1094 699 597 1231 845
"gene_976" 717 495 916 723 1018 1054 1436 719
"gene_977" 382 612 638 428 439 468 469 580
"gene_978" 120 166 278 277 633 549 648 660
"gene_979" 5247 5232 3957 3952 3770 4570 4118 3590
"gene_980" 2764 3517 2244 1768 3530 3092 2435 2459
"gene_981" 845 669 836 980 1366 1325 691 478
"gene_982" 695 886 461 525 659 958 835 824
"gene_983" 1734 1644 1480 1481 1049 1237 1758 1243
"gene_984" 459 1143 951 599 959 989 946 1017
"gene_985" 198 320 250 133 328 417 167 119
"gene_986" 195 169 31 49 113 98 57 81
"gene_987" 134 88 117 59 73 114 100 73
"gene_988" 9 7 0 0 40 18 4 13
"gene_989" 77 68 85 162 152 129 72 80
"gene_990" 343 471 506 352 516 261 898 486
"gene_991" 29 28 76 15 7 3 23 27
"gene_992" 2556 2813 2495 2410 2796 3060 2367 1737
"gene_993" 1021 1376 1045 1304 1788 1256 1418 1566
"gene_994" 520 315 216 330 671 791 579 258
"gene_995" 1734 1774 3168 4694 2246 3064 3776 3039
"gene_996" 5429 3185 1926 1738 2809 2772 2089 1959
"gene_997" 50 13 27 18 19 17 14 29
"gene_998" 275 278 369 454 547 592 507 468
"gene_999" 99 87 5 6 68 82 57 75
"gene_1000" 16 22 26 44 68 42 100 132
"gene_1001" 828 910 1146 1667 845 1066 1177 1585
"gene_1002" 6309 9833 7245 6588 6869 5629 6954 8771
"gene_1003" 4810 4467 3051 4502 4504 4537 7894 5609
"gene_1004" 157 66 83 104 144 225 256 199
"gene_1005" 148 103 248 221 66 68 206 281
"gene_1006" 10 2 66 73 20 28 16 6
"gene_1007" 348 504 152 173 144 197 281 192
"gene_1008" 1086 1124 1321 967 1267 1358 598 386
"gene_1009" 1248 1772 1412 1911 1194 1319 1531 1625
"gene_1010" 0 0 9 2 15 16 0 0
"gene_1011" 2016 1902 2757 2010 1785 2402 2436 2414
"gene_1012" 197 186 295 470 377 410 340 473
"gene_1013" 48 37 25 19 21 12 10 3
"gene_1014" 3074 3553 4888 3615 4118 4377 4102 3385
"gene_1015" 4092 3918 4053 4509 4464 4515 4855 3972
"gene_1016" 4761 6893 4424 6925 6897 5959 5285 5104
"gene_1017" 396 318 105 77 277 86 131 215
"gene_1018" 1330 1065 759 728 1128 1243 2215 1997
"gene_1019" 120 145 64 97 46 59 62 74
"gene_1020" 6775 5878 3872 5021 5398 5401 6763 6761
"gene_1021" 559 380 503 644 513 603 246 200
"gene_1022" 3368 3582 3818 3623 5324 5233 3307 4081
"gene_1023" 1635 1389 1405 1662 1270 1157 485 562
"gene_1024" 3138 4798 4134 4065 6158 6373 4834 3832
"gene_1025" 192 240 305 605 273 189 457 470
